Date,Year,Week,Time(Year+Week/52),MS01,MS02,MS03,MS04,MS05,MS06,MS07,MS08,MS09,MS10,MS11,MS12,MS13,MS14,MS15,MS16,MS17,MS18,MS19,MS20,MS21,MS22,MS23,MS24,MS25,MS26,MS27,MS28,MS29,MS30,MS31,MS32,MS33,MS34,MS35
2014-23,2014,23,2014.442308,41.12904762,45.34882035,45.83565217,45.31059524,45.95964286,45.02214286,41.30134058,34.95857143,30.86952381,47.1580383,42.48313492,42.81714286,47.59536797,54.76761905,56.03059524,55.15345238,38.78600649,30.04527778,34.54845238,32.31433747,25.17346219,20.40424603,23.71381988,23.83072185,28.53690476,NA,37.31964286,60.5325,71.46826642,51.22095238,48.59166667,47.20642857,48.75769151,56.95333333,49.23869048
2014-24,2014,24,2014.461538,89.59404761,95.23591191,98.44345237,89.29880954,92.17802795,87.7202381,86.77635282,71.36190477,74.84193723,93.76369047,86.7577381,86.65843685,92.78988094,99.04642856,110.6047619,96.11669255,88.23004658,70.72001812,71.53967391,77.85225156,71.26475155,63.08452382,68.28623189,61.87462121,68.76599379,61.22259317,119.6601191,100.1809524,NA,105.7077381,96.95119048,93.91726191,93.66754659,101.6672619,95.94583333
2014-25,2014,25,2014.480769,58.11760205,58.64385964,54.23426501,53.95330087,56.67254141,53.07535055,55.97070393,43.52738095,40.12282138,60.15219336,51.58928571,56.24963767,58.81964286,61.2720238,70.19832251,61.53837992,52.69604272,44.5380176,43.65238095,45.72738095,46.01904997,39.71190476,38.70595238,38.56214286,37.71428571,42.29107143,49.14642857,62.29415114,NA,NA,48.68571428,59.01577028,57.05111519,63.60812629,61.70333851
2014-26,2014,26,2014.5,128.8607143,119.692803,107.3394481,109.6511905,117.974513,110.2685924,110.3511905,95.90087991,89.57147759,108.0982143,90.66650432,103.7988095,95.09435818,113.6601191,123.3107143,130.3494048,127.8440994,107.5471862,79.26120601,107.2434524,120.8694876,96.51190476,81.11785714,99.9182251,88.22202381,98.47445887,115.9488872,117.6062629,NA,96.48289336,125.6693064,118.3154762,117.0321429,125.2537009,123.0982143
2014-27,2014,27,2014.519231,86.43804113,83.4366342,NA,78.31509739,83.19194899,73.88560606,81.48376624,77.6584802,65.73383446,77.10465368,77.53035714,82.78517788,79.61581633,86.08647186,88.36888528,76.26417749,70.42400009,77.24366883,70.008171,56.69864249,NA,59.38888576,78.73365801,68.05727428,78.12570346,65.41179655,57.8120671,78.23825759,NA,87.36641727,110.4741033,83.59175606,82.11787267,91.02329335,84.18212639
2014-28,2014,28,2014.538462,85.76309523,78.36516564,73.72456711,71.66343167,78.22016987,72.77559523,81.89761905,84.48547619,75.18333333,73.75238095,76.36206711,85.68035715,68.31964286,82.84880953,77.64523809,NA,83.3845238,77.24821429,72.90654761,71.32678572,83.15854037,71.22173678,80.22321427,72.64223603,82.46309524,73.54117965,66.13046537,72.39107143,67.85892857,81.69166667,NA,77.34226191,78.8846791,92.00345238,80.21708074
2014-29,2014,29,2014.557692,57.3759599,54.30957792,51.91709957,52.56372342,55.32613637,50.2318723,53.34529691,48.92585639,42.81141775,55.48325804,48.40871212,54.54439223,49.21711368,NA,59.53100649,61.36663609,54.03809524,NA,40.70609825,55.45208216,48.44145257,39.56975108,45.22016987,38.62187592,49.76785714,39.61742424,52.87045925,58.03831639,51.86472635,55.07752938,60.81667775,55.23941142,53.7923019,NA,NA
2014-30,2014,30,2014.576923,145.3278382,132.0132823,130.5957126,126.0761172,143.826194,120.5414553,146.2133756,131.5884058,133.613712,131.547494,130.6478261,143.9703503,129.9277915,129.2974336,131.742965,128.6171679,137.3326087,NA,123.3145229,122.5133152,141.1878623,108.8966485,129.942965,136.6677838,143.9988828,117.3065519,107.4366244,119.8177234,111.0382246,NA,143.8782307,131.3154288,NA,139.0741304,133.0865338
2014-31,2014,31,2014.596154,65.25139751,NA,69.09351423,59.00357143,65.14047619,56.14285714,62.89570393,51.2172619,59.85119047,61.5720238,51.07738095,60.10595238,53.76904762,69.16953463,74.31281055,76.60892857,60.68255694,52.15833334,42.74588509,58.65416667,51.65903209,40.61071428,50.9002588,47.94702381,44.17397186,39.21980519,50.09632505,71.21677018,65.02358696,57.34464286,72.5560606,64.71547619,NA,73.06417748,66.51498917
2014-32,2014,32,2014.615385,37.35750517,38.01840062,NA,32.95230331,36.39117495,34.94692029,33.25100932,26.99997412,26.50546066,34.81669255,27.97624224,32.34207133,30.36210239,41.62870083,50.88706004,53.15509835,32.77541408,25.71858178,20.55672878,36.32564465,25.1375,21.63667184,20.58043478,21.10481367,19.2126294,19.38716356,31.12668219,54.08439441,40.09345473,34.15854037,43.98430736,38.67773834,NA,45.43123706,44.29794372
2014-33,2014,33,2014.634615,92.05033644,87.10908385,89.68022773,85.64021505,90.51702898,80.66635611,86.62238612,74.8378882,83.73768116,86.01296584,79.59020563,88.05594203,79.31601732,87.75623706,94.90579709,95.08317805,87.13206892,77.86992754,70.60170808,75.9704969,77.81030761,65.38343685,74.25934265,70.62080745,72.49039856,59.22254141,68.9119171,91.56938775,78.94130435,85.88835404,99.19371118,89.80460663,NA,95.15087992,88.03703416
2014-34,2014,34,2014.653846,62.28702381,60.10059524,61.44754141,63.08348861,61.051941,55.86001552,57.64642857,50.37166666,53.07440477,59.17000518,53.36309524,56.60849568,46.01343168,60.35678572,66.91317288,75.47134717,53.65238095,47.11452381,44.62067334,47.70851449,NA,35.60595238,46.08074534,42.24916667,46.98011904,34.14399351,45.92790373,73.57689393,60.32551242,65.16593967,69.4547619,67.02500001,NA,67.70795455,64.75708592
2014-35,2014,35,2014.673077,72.70833333,71.2792443,73.2017857,72.85059524,72.17083333,64.60481367,67.63035714,57.51130953,64.31071428,67.65284679,63.67823499,72.09345239,61.42857143,68.92797618,77.79107142,74.82976189,NA,57.87635281,53.96071428,50.9375,56.96331169,47.09583334,54.40714286,48.45248447,53.80383023,48.47619048,47.74404762,73.56683674,65.83067287,68.03809524,79.11547619,79.88681974,75.57619047,77.78139234,74.42890786
2014-36,2014,36,2014.692308,70.11011905,67.63804347,71.47857143,72.38452381,73.48214285,67.2125,67.55854037,67.0577381,68.17936195,NA,60.88869047,71.70209627,60.94047619,65.65359731,76.67478355,82.35416667,74.45238096,69.43392857,53.75390786,68.56218944,73.44052795,56.65191511,62.62738095,59.88869048,64.20535714,65.01428571,64.25408904,75.51545031,65.3172619,65.90349378,82.89306586,81.1172619,72.7797619,74.94880952,74.96607143
2014-37,2014,37,2014.711538,62.73392858,61.91195887,63.68869047,NA,64.16488095,59.29953839,59.65416667,51.11185065,53.92213204,64.48163265,54.62559523,63.16904761,59.56369048,73.73341837,77.98175466,68.80416666,61.07140269,53.51550207,45.71964285,52.62316017,54.69167303,42.99642857,52.29702381,50.83411734,52.56369048,NA,54.15297619,64.35,66.07916667,69.10887681,72.53928571,68.4922078,64.12844203,71.7577381,65.11488096
2014-38,2014,38,2014.730769,78.83333332,84.29496752,84.17333333,84.94215839,81.74642856,76.59940477,79.73511905,68.92678571,79.80877329,82.53869047,77.97309525,89.8672619,78.57735136,90.79880953,94.07083332,78.43995859,72.1745318,66.37142857,69.22916667,59.28333333,64.54302721,59.62332251,63.20573593,61.59583333,69.00204452,59.42440477,55.10802277,79.33843168,84.99812018,85.702588,90.74336734,92.99906832,80.46775975,89.581677,83.21092134
2014-39,2014,39,2014.75,64.97924431,NA,72.76488095,70.86964285,66.19821429,65.15,61.29756494,50.97797619,62.81309523,70.71829005,60.65714286,68.3073499,66.70502588,83.32537878,82.30665114,67.42857143,48.61683674,55.94761905,53.93733766,49.40654762,42.34189959,39.94345238,48.625,52.38950216,49.93869048,38.07380952,43.07202381,NA,71.26573499,70.91964286,82.98874223,89.54435817,69.99821429,81.88392857,70.14345238
2014-40,2014,40,2014.769231,168.9135837,162.5578802,202.0963164,169.3144363,NA,192.1395964,198.3665352,NA,189.0391737,200.1283656,197.6229507,189.4224485,199.0312741,219.8560733,214.7570172,NA,156.5014579,185.9655112,179.5111126,156.4707731,150.497595,167.4296515,168.7621212,175.3817306,NA,160.7813962,141.5176189,167.9251507,199.1764121,203.7098119,225.0086574,223.1097724,230.4351633,205.6699244,202.6852739
2014-41,2014,41,2014.788462,58.01167185,57.2241342,68.66150793,58.60209628,64.8125,70.81539855,58.31595614,48.27106061,46.20720552,70.5654762,54.21071429,60.2987907,62.26130953,85.81964286,78.84258943,92.5077381,54.08146997,42.39691558,43.54684265,49.93054112,35.18509317,51.89373707,33.95595238,36.91583333,NA,41.00672877,59.134345,81.08290042,88.64994823,81.46445577,84.35308442,95.10975673,NA,84.73457793,NA
2014-42,2014,42,2014.807692,165.8448499,160.5740683,176.2477484,NA,190.6565029,198.5720285,NA,182.734705,192.3296325,195.3073946,215.6594156,179.9432195,183.9438665,202.5905844,203.9788188,206.4362013,159.0522418,176.0865796,178.6948499,NA,146.5001314,175.5821429,182.8788302,195.7928313,194.7451605,171.1554113,160.3716615,178.530423,180.0184524,189.3933136,222.5994306,232.2,206.6442805,219.6043219,NA
2014-43,2014,43,2014.826923,89.59848484,88.55083334,88.55238095,87.26349206,94.93647186,106.6820346,88.72753623,97.86436335,87.61238909,100.4220238,98.20533127,88.56904761,114.1962585,117.4326652,116.2095779,127.777381,86.89166666,81.39013606,87.12694806,95.07491496,78.11167184,94.37950964,85.88372153,77.76547619,78.53333334,83.31488096,86.65892857,123.7891563,NA,128.8322331,118.2591837,114.1986542,104.6935559,116.8181277,NA
2014-44,2014,44,2014.846154,41.62871494,44.96087662,47.42361875,55.37275747,48.91704445,55.21493507,49.06850038,50.56585498,41.06632485,58.02263282,48.19455782,43.77962215,68.98705769,67.39047451,63.96511925,73.4434228,49.68758503,41.28584492,39.87361358,48.13344627,37.46425244,49.85079735,45.82281231,37.29572511,33.8938994,38.51603143,42.50533362,72.36581634,66.95183748,76.54564182,60.43006493,60.16445578,56.30318324,64.23959294,63.4151821
2014-45,2014,45,2014.865385,43.89032091,48.97083334,49.63154761,57.38809524,51.66964285,62.84928881,50.14583334,63.00727225,38.45354308,64.19404763,52.66501035,46.45,80.55714286,86.69464285,77.34624742,95.77261905,43.5257653,45.33869048,41.64583333,50.26865942,33.9375,43.14464285,53.47380952,32.67559524,31.72619048,23.84543015,44.44015151,101.2297619,82.99523809,119.3075,64.81964286,67.02261905,58.97254141,70.39523809,70.02049689
2014-46,2014,46,2014.884615,123.4773809,136.0210507,134.4381366,158.6928031,138.0318229,167.1284774,138.3529762,154.6285714,130.095068,188.5151283,156.436413,128.9970238,212.7819617,230.7203463,218.202381,212.0767857,117.4398809,111.6976191,110.8253968,108.7299784,97.11249999,116.39,105.1321429,103.2452381,76.13214285,91.81071429,115.1232143,272.6905538,222.2363095,320.9740683,175.288932,180.7746212,152.2964286,188.0035714,192.5299689
2014-47,2014,47,2014.903846,124.8053571,131.3071429,133.9583333,155.573059,146.4625,166.2393708,143.8248918,168.2792208,146.7327381,177.7815476,175.55,146.6904762,213.6657867,187.5660714,163.3925325,181.143777,116.5742495,119.5357919,132.0226191,135.1934524,101.6708333,108.5876812,123.4672619,120.4881494,105.8321429,80.13630952,103.3222567,173.1713509,153.1547619,285.1484849,179.5803572,170.9320652,159.1337992,177.8960145,186.2003247
2014-48,2014,48,2014.923077,29.32166149,34.84303571,37.47132034,37.06411768,37.87000618,42.08208001,39.93901515,46.61488096,31.56904762,49.44238095,47.82611284,39.89220779,67.77346938,57.83927328,53.75867347,61.89945888,33.30806277,36.808778,36.99982993,39.9502551,29.85195578,33.66221397,32.03350341,28.36516563,22.19083952,24.99166667,38.26595326,69.79598861,68.51809524,114.7186114,50.47030192,44.18996599,44.74753402,49.43707483,47.85357142
2014-49,2014,49,2014.942308,68.45535714,73.34732143,72.72828674,84.92738095,80.28492378,97.8720238,77.36369047,89.45631471,78.075,100.2583333,92.6170031,75.37500001,120.3068064,111.3464286,110.0619048,119.9024398,72.66358226,66.02261905,78.29642858,58.44285714,61.92503881,76.59729437,59.1904762,70.73951862,54.30238096,56.23273809,67.32608695,110.1834627,121.4029762,201.0757764,97.70196688,98.2228849,87.88866459,101.8312229,99.29669913
2014-50,2014,50,2014.961538,48.5120671,57.63697589,52.77449875,61.58283975,NA,69.74871212,59.81927489,72.61483848,56.10363636,71.7985065,71.53669914,56.25455344,87.23213014,90.58398787,85.34687228,99.23886034,53.19449729,51.36651287,49.26532514,59.71823404,44.34337474,58.40415584,54.26731602,50.14215368,33.53745671,36.39887446,63.61427019,120.1037554,121.2164267,150.3178406,71.21807359,72.5086646,67.03052372,74.32028139,83.00638528
2014-51,2014,51,2014.980769,73.99580746,82.74111848,73.6590321,90.87177642,NA,86.10269808,77.51222473,89.38721532,69.12456004,100.6307806,93.4234731,69.77595756,142.0181065,151.4009058,128.9670549,141.7315476,59.27727273,63.42107331,61.55600415,75.48809524,57.87873376,70.35723528,72.42691511,54.24448757,45.30484107,40.0807971,75.52020045,165.2047879,200.2055124,234.8260776,102.3632082,105.8522257,85.83928571,113.0244165,99.1265873
2014-52,2014,52,2015,72.06464366,97.80266563,76.37864907,73.01726189,67.26739131,92.88871635,64.6192923,82.95419255,63.47719979,118.3678313,99.23607661,67.99509562,163.2000776,175.4141304,144.4856367,145.1238354,49.36261529,48.79747913,52.04772256,57.86027433,43.74198832,49.61728779,46.08858696,55.98083851,37.5972189,34.11394928,54.75119049,163.4523551,198.3787784,244.8521763,117.7296066,125.3355073,95.76045548,127.2859402,113.7031315
Jan-15,2015,1,2015.019231,116.1187075,120.7565806,106.9733955,119.4046537,101.5441511,127.9185374,114.5803571,118.8099026,81.40541125,140.6305124,119.8205487,102.0292517,163.7500541,186.9190217,173.2023268,167.2797619,94.55977273,100.7964286,66.25410714,102.0731056,65.85287637,74.39642858,76.51428571,70.64141158,49.70773809,49.03690476,76.41488095,185.3828553,200.0875706,238.0786232,133.3450216,137.3708333,114.3113095,142.8482143,136.8409157
Feb-15,2015,2,2015.038462,143.0314394,147.5494048,143.152005,153.2387681,137.8104296,156.9719697,150.183171,172.2303572,139.9005952,157.9809524,163.1589286,149.4386905,174.6442805,175.9386905,169.5035714,183.0294913,152.1005952,147.9663961,123.0598038,147.3948682,125.0761905,127.6283903,118.4327381,140.8988095,93.81369047,94.77559524,125.6787526,176.2937888,166.3137446,228.8064441,153.6458333,154.0950052,148.5170549,163.1687229,179.2388975
Mar-15,2015,3,2015.057692,91.81747835,90.19790373,81.62132035,92.15416666,80.74166666,99.6172619,86.77678571,114.6100155,73.79624741,96.66964285,90.47619047,81.28172878,112.9166126,126.5729437,114.2228355,148.0458333,99.48750001,98.55771222,82.49107142,105.0755952,78.15898268,76.72028985,82.14717908,82.97440476,54.84451346,55.16041502,88.42083335,170.0630952,140.3309524,161.9166667,95.44940476,98.52973603,86.75665114,101.1337215,113.9286773
Apr-15,2015,4,2015.076923,57.91103897,54.6422619,54.80416666,60.4548913,46.95309524,57.9766822,53.44407349,65.55238095,50.74166667,64.10781574,64.76612555,57.78630953,71.67831263,66.87083334,65.72670807,66.38989743,65.43530021,54.53397631,59.17380952,62.43690477,63.59990601,65.83831168,58.38198758,47.90000001,41.41964285,39.67440476,51.34047619,78.66488096,84.59876248,118.7599026,57.84130435,60.38711181,58.66156833,64.29360766,64.31772775
May-15,2015,5,2015.096154,75.2970238,68.54166667,63.62321428,73.80833332,59.31682901,70.74583333,63.95690994,74.40403727,56.99848485,78.82500001,70.33273809,63.78630953,90.92559525,111.3679654,96.94404762,107.1267857,67.49464285,63.41190476,64.15106108,80.21775363,54.34345238,54.29166667,58.90059525,48.40357143,47.91071429,38.0452381,66.29632035,126.2658973,121.1845779,135.3898809,69.10243507,78.94402174,68.56143893,81.36130954,73.56964286
