mu0,mu1,p0,p1,sigma0,sigma1,eta,loglik,loglik.se
-6.169846166479917,-5.62818135081838,0.1190919570737558,0.948228994225111,0.14234414213780172,0.3352475193037543,0.4467134645617591,-123.77164046442395,0.13034493907081418
-6.197226067412345,-5.697862753407774,0.04404478085343371,0.9735867992589667,0.11131375231523001,0.3650359389581683,0.7796609741624249,-124.65795894029259,0.5173013011139096
-5.670737146982622,-6.229991115704241,0.011074493408187967,0.9463632524923629,0.367142574115213,0.12434891942151714,0.7492821437323561,-124.67564042425984,2.2453646182007088
-6.189526172715989,-5.749408003455949,0.08638571040079936,0.9441025529279371,0.10714718815029298,0.39256358700256727,0.5367131796877013,-125.6858391211618,0.09806623759874145
-6.19523260117653,-5.757075523688904,0.10826167653571603,0.907568576865541,0.10621581063734849,0.39318679325763295,0.20405569749231053,-126.09672220954793,0.4986727858067859
-6.190602685589783,-5.653481163227273,0.16510798349958372,0.9484899427071759,0.11234988445123256,0.3736318686733213,0.5602189248319734,-126.98407776789867,0.6243417022664955
-6.1755373827673035,-5.700507612231868,0.14523169000325636,0.9617068789391678,0.12496847230872861,0.37947927771828777,0.5893538070422691,-126.9979117748842,0.5771683539320444
-6.175070766965664,-5.664189604692437,0.10280288680231625,0.935180047474404,0.113821658529066,0.45009371564780903,0.5975264298054119,-127.06204952727215,0.44868066466562306
-6.168756767215037,-5.627081041290243,0.10358549182803221,0.9342703631810984,0.11439170396140917,0.37392285524275465,0.49742409976566704,-127.71532774121629,0.07533487731423145
-6.184472427709633,-5.657276958169469,0.12180363762425397,0.9612896785072845,0.11191876314292626,0.36585080773094,0.4618591286482039,-128.5618645282179,0.8061521709506061
-6.233074194795395,-5.769346727258275,0.16697809010545084,0.9730300976962554,0.08311293916433114,0.39971479445547126,0.9061688914878534,-128.60959801642832,0.8226521719619762
-6.20687602329955,-5.764983577643435,0.04693159568308971,0.9025715772499859,0.10499139127868772,0.3777456191682193,0.30257462677379465,-129.41483067745804,0.6459461190191633
-6.176286159218689,-5.6594962995732,0.12401578213989645,0.9447515201213705,0.11217128584818042,0.35747682404042513,0.4903831015732526,-130.96811152368466,0.23425251763099358
-6.190190357688201,-5.65614162724914,0.032956697004321286,0.8735905467211456,0.16665456930201217,0.3470549285729314,0.8252832208659068,-131.0036755875653,1.3048154178223044
-6.194130952627205,-5.632263293541572,0.18126882810450434,0.9435451387257721,0.11022281623717968,0.43133849241318317,0.5827092970720047,-131.46685341754025,0.16088584058998312
-6.176490484773602,-5.674187816155711,0.12184887768027244,0.9149834870321728,0.10555159821287274,0.38206683517040274,0.8340258257553927,-131.5784756449284,0.6240610435857012
-6.213890430718163,-5.75058766430453,0.03225826685651101,0.9877874459194991,0.12936389165991513,0.3547847141442747,-0.00858662578098291,-133.02824804137362,2.30602340394982
-6.227087533231512,-5.820973332194732,0.18631767176201228,0.9496920560912295,0.10364245101968546,0.41876712625692125,0.7341707037851757,-133.27564041744,0.4327207240843485
-5.772609626459011,-6.231372272862141,0.023112761567539275,0.9775004242489388,0.38764027777277554,0.1409632994642509,0.021940926197654816,-133.73689831962346,0.44306853739916874
-6.204178676065583,-5.74496017298085,0.11793662177701594,0.9224661490996338,0.07762614054801407,0.3991514726605298,-0.11773986918883737,-135.2150402379014,1.2580336198604813
-6.199925143638977,-5.623471115194286,0.1414602632074918,0.9335227028022267,0.10166723082791299,0.3430650412258012,0.5118236149888111,-136.07266593116614,0.13090179884124473
-6.213089874580299,-5.675598080764479,0.17312076183329445,0.9372198401074394,0.08176344999544743,0.3722055995041149,0.5526366548519651,-137.0338132875642,0.46076534567687955
-6.194046600465803,-5.53149065943565,0.10684653950905491,0.8895505655086527,0.108890399795173,0.3651341209159398,0.5489065206655215,-139.72070915179384,0.14802218485213106
-6.178843560330275,-5.562808676317102,0.03417900790870433,0.9240425993193759,0.1159070130588586,0.34644981749562836,0.4638588213434836,-139.8556531451808,0.23594391214721377
-6.192451745610026,-5.688316421468648,0.0694893220196804,0.9905581060430759,0.11314169892151311,0.3527276444103457,0.7760629745752385,-142.76514639238184,0.5836800911244233
-6.204767601492537,-5.718666352230102,0.17496002362749816,0.9264197094030292,0.07868172384438636,0.362719366308083,0.4640979224784735,-144.35476600918085,0.11749619163666468
-6.189811575682824,-5.700692786882914,0.084001370158965,0.9566410164922023,0.09252315798054705,0.34092864630889697,0.5095353173657542,-150.19473525151895,0.1934095715482832
-6.1996414457065585,-5.675905110340062,0.03757927673616732,0.8787589937560417,0.09095303375855601,0.3685149857689064,-0.019735571295899635,-151.9633151146189,0.6358907577088536
-6.169573446231153,-5.77302952568366,0.03449527932787013,0.9307472909717082,0.1101417640516862,0.36457971048070914,0.5346502496321005,-154.77824324040895,0.1566819177907302
-6.176004783644635,-5.751071273318292,0.01030668669228035,0.9822093175153432,0.1370768584948828,0.33374357357592693,0.18044715384636853,-164.4713736282632,1.1226554475844908
-6.215613623364254,-5.618267527125274,0.05306846612023419,0.8780697508210695,0.09223539211542396,0.3150189982306363,0.4057802634055516,-164.81944520288283,0.1375242739621011
-6.205127314664962,-5.646630298361587,0.0599207816495935,0.911089931534011,0.07934842473529068,0.34002838818310877,0.6005905255829621,-167.2579056990278,0.11510526241952504
-5.753834227000988,-6.229836649758219,0.05459591838262944,0.9875655561610741,0.30509577403698956,0.13769511599991577,0.3365250042501226,-167.84310832259527,2.2065220395519654
-6.1458307303931194,-5.643566100987503,0.006678293117569481,0.9975652673565266,0.17851787845202077,0.32491773334725493,0.15534890544314534,-230.90119017835903,2.8488888352617447
-5.835535559851623,-3.3437846814835392,0.003927583514639795,0.5982525623182975,0.3885212734616419,0.0036855758901748414,0.3448095253533596,-386.437964910866,0.03922994799281027
-6,-4.5,0.2,0.7,0.2,0.2,0.5,-537.1658605041023,0.13183632829777078
