"logLik","logLik_se","sigma_nu","k","s_bar","s","l","m_bar","e","rho","M0","Z0"
-29.9860429955643,0.623680340319852,0.0302781314816911,0.0111327754196192,0.103735964166477,1.24963739313611,0.0190594077840251,-6.00303995692381,0.0823063739788389,3.0647864573451e-05,-6.12631724730544,0.441793570485783
-27.5556430495202,2.28612051243207,0.0456865161489219,0.0533788457419636,0.031451653312761,1.41907391429444,0.0513216195377136,-6.11700040260339,0.0764320186574576,0.999997345097266,-6.0516106876443,0.462852240303205
-376.800274773619,0.150807305724825,0.00644579563772434,0.127167477015797,0.0548445941906836,0.67404327492082,0.602919761940228,-5.84622043796192,0.0125426128992153,0.998556164527242,-4.4182866166562,-1.03769981549637
-49.1000731411616,1.93471792442508,0.0220708379488751,0.0224025278041705,0.0746256971327677,1.33084504091305,0.160111890695356,-5.89424078575073,0.124662848483262,3.68168523026785e-09,-4.20584108796346,0.213628772133333
-352.016075204596,0.0971021340239022,0.021754958421232,0.0116899296455379,0.455853276096007,0.548624831314502,0.714280790695404,-5.80327186041246,0.0259755056342136,0.988618666163326,-4.52450829805547,-1.29856610999927
-32.2828488088291,0.404649210845478,0.0216358933970951,0.0818653990850199,0.0191547841914844,1.45861792097461,0.093886077840497,-5.83797221205422,0.104856610516348,7.51879486070512e-05,-5.94402977128975,0.341228037174083
-21.6866737356076,1.72108459642954,0.0230269205033778,0.015370112294412,0.0854444204304022,1.37667428719229,0.0592029555032395,-5.92503813938478,0.0957919030685244,0.999999219512909,-6.3268682408726,-1.14018011314163
-377.087527645572,0.121900228301299,0.0495297934923314,0.019562038452116,0.273725821051086,0.850422916589023,1.02040864008809,-5.88099527674871,0.00384334575218259,1.81345042071771e-08,-5.79949741143679,-0.121398133983156
-29.1648222827812,1.70603938296974,0.0194709824945229,0.225280871569113,0.0126568912267463,1.24380676730659,0.121329406060087,-5.92727944176279,0.106331708121596,0.677929963257336,-5.96864021471987,0.142543540774762
-373.48261825519,0.121509579849783,0.0172058526703197,0.0422770653398698,0.160482589985265,0.74801580883583,1.13175506291894,-5.83723172608138,0.000499529986191393,0.871065423642166,-5.87570875899514,0.364556214649307
-324.555988662096,0.148393759660193,0.0463727529883694,0.0898860415589305,0.145255870634257,0.688175667404084,0.457524734337082,-5.91346288816905,0.0125338124607807,2.81183607051232e-11,-6.20567711887337,0.0929256286684974
-43.615850367916,0.740256342986303,0.0427508359768367,0.0417619408295429,0.0599842376942044,1.16628048381398,0.0746245433018764,-5.93772005440414,0.0886326031195783,1.97228571133022e-07,-4.71630615660239,0.532503825000009
-25.6503258672209,0.934736627094525,0.0475060525795582,0.0293951366656631,0.0626932419470678,1.18767809498767,0.0188072725760067,-6.11775392403882,0.085120298710537,0.604211611059372,-6.07799150110828,-0.718046790248673
-32.1855980808448,0.633903897974661,0.00707623023699408,0.0474982054348999,0.0308470615845301,1.40212237532812,0.10765328356731,-5.8732267894639,0.0998303192224687,0.994719811057646,-5.48428774600678,-1.10033998817924
-24.7775536346623,0.578389128453185,0.0120351881378608,0.0084375159203627,0.136698141844959,1.39226049802707,0.0602278952606638,-6.10999942875649,0.100235152202708,0.244604992973579,-6.09219220438443,-0.144327499127736
-27.5817311998985,0.581918702986734,0.0452222734075582,0.141655375647248,0.0232167673236128,1.24967550281532,0.0385098078126749,-6.04325093433894,0.083607905802085,2.12369901412875e-26,-5.65236918746998,0.846724053514089
-337.946754368219,0.132507996280114,0.0311118850045074,0.0199836285667347,0.318585239214077,0.620174018155652,1.13650853326969,-5.86423028355098,0.00413392407657896,0.999995560134749,-5.13496502020691,-1.34673568149174
-345.202394401526,0.156327058948866,0.0342125284779365,0.032050280835562,0.242253424790507,0.688041420376702,0.76683349777844,-5.86526049847745,0.015072819799509,0.000620669914422885,-5.39535217777748,0.489514707837433
-28.2375586868154,0.819241880371948,0.00526748803226219,0.0193132101556342,0.0517792743640746,1.35428644389522,0.117001042470453,-5.9619620756646,0.107253134386632,0.921424959612489,-5.41789432468946,-0.66445906858141
-28.8191416337643,0.7722517467067,0.0145709512198246,0.0278712630351846,0.110036004943491,1.3184528950951,0.086324195585957,-5.87488167559119,0.0886591606749774,0.00109907107764438,-5.7543129646527,0.18372923007803
-44.9738881029324,0.554182577020545,0.031475629874489,0.0234481403653464,0.165331977766723,1.28029992756518,0.0801663784294338,-5.90738481094096,0.106555649511875,0.999999818996721,-4.66606848830692,-0.918386816526841
-32.238240103048,0.384096971972802,0.00638389182226954,0.0487360182573707,0.0321475550750515,1.17181081628756,0.0749115213489792,-5.93730278261636,0.0743635790435383,1.05895550510968e-08,-6.13754581887374,0.141650715894262
-374.952481260281,0.144260406044391,0.00852742686953973,0.136271429387872,0.064705807582659,0.879182675248816,0.375306880381896,-5.90740880972886,0.0124850429316539,0.000912376833721737,-4.90707695918228,-1.11448724039215
-26.6858081747511,0.374398312818482,0.0235782663627247,0.00837171431738089,0.20375186175432,1.46619289700198,0.0428583020639038,-5.90315612171108,0.0830068580598445,0.998872444632129,-5.9746881228685,-0.680215449584405
-414.734550592084,0.138450321319577,0.03666895420224,0.15500107025397,0.0564501912104137,0.923932023819534,1.23621466621816,-5.851404022096,0.014707842385825,0.138900883355007,-4.163893932228,-0.600838993809
-36.1644941143414,0.931625999702873,0.00655045295541506,0.00537401972381449,0.528198604017821,1.36164956964551,0.111820019668008,-6.02253068619102,0.104651510792304,1.88748434987517e-12,-4.96860048747646,-1.45219045618789
-41.9224052351704,0.610039785899017,0.0138211104529423,0.107230913516697,0.0114570858875148,1.39738403543113,0.158695947559079,-5.94057256213889,0.123781558980371,0.999999215998987,-4.84147315509694,1.24004788869742
-27.5864467234971,0.465184027238417,0.0197043439626004,0.114525619634199,0.0206713619288768,1.34186590862585,0.112974043102235,-5.96775647573735,0.10316250344072,0.999955065142153,-5.90646664957335,0.00740404860765619
-44.1347791585623,0.408675597378414,0.0392936628807992,0.112159625761795,0.0354310695448445,1.18019583128671,0.127143724598313,-5.92235264837325,0.114624633825031,0.0233064439088503,-4.78488192224772,-0.99093090967305
-399.082289841791,0.188789047175184,0.0137363750026948,0.103658188446371,0.0682871895647657,0.851632011638086,0.744760219938098,-5.8496163501824,0.0016958727193274,0.999999999999979,-6.2108046941336,-0.744398608108423
-37.9911532257582,0.474480548761804,0.0131174568350965,0.00522719920879316,0.312314328443341,1.43824034443396,0.110890131459858,-6.01624835186261,0.115845658599053,0.83366043328702,-4.81956925903375,0.542672246348488
-435.851748064901,0.204235026499925,0.0381928560217177,0.38065611000641,0.0276290148774865,0.932646474267488,0.609675271043407,-5.92295052710179,0.0111022969816136,0.999995705229178,-4.75930336898658,0.168291031538433
-39.1645136637101,0.442990858032705,0.0332717325143796,0.116120245672587,0.011330293108912,1.21913393415773,0.0868832826055732,-5.83972305400487,0.0880905443256288,5.25336284363717e-06,-5.46359452892204,0.681149128239659
-380.373234343151,0.193477268720848,0.0398903356963279,0.110576169483831,0.0862716061582081,0.811285823153221,1.19633432807584,-5.84843085468736,0.00808524429335816,0.605985802129987,-6.33051355488631,-1.70376678263409
-22.493169215147,1.10475067494372,0.0494696718162605,0.0452962419587359,0.0295586289251849,1.36604649339916,0.0805168306291624,-5.93862609635535,0.09771702390053,0.999813902261473,-6.36682405057477,0.022505926531198
-28.870645085428,0.448871737344589,0.00604867007772517,0.0722335987855605,0.0168657523737654,1.51943516389037,0.084008947913068,-5.93140382702735,0.108059943389897,0.999999999999981,-5.98522475499157,-0.45779255354173
-350.726218355301,0.163316658874686,0.0352667156293702,0.0404703119522207,0.240670036579498,0.577669841733928,0.864012758359877,-5.80846612734193,0.00508720335400803,0.999999999999801,-5.08636176622248,0.552038274675596
-399.354459474628,0.14259943852002,0.0431491750897906,0.0383279368359467,0.219197117045474,0.872220434382271,1.16968455431243,-5.81458392325611,0.0294575344222924,0.000142702690558822,-4.08909462482342,-1.10596377106335
-394.762961937085,0.135205917071041,0.0458607465771575,0.141892160107261,0.0503959176626329,0.741168749079064,1.6570034096405,-5.84321349908131,0.00241467595883829,7.24359671319547e-07,-4.80535757054456,-0.728226880588151
-26.8313890036191,0.195408014658362,0.0332697055815018,0.192932047111226,0.0109658315472897,1.24768984486233,0.0372823532209946,-5.93557196082625,0.0840685702015323,0.963768463344842,-5.86740000100497,-0.893982830489905
-341.164958519748,0.112488294716927,0.0462711688222837,0.0182144226231108,0.264872904729742,0.560442292907558,0.784025574746895,-5.847256107112,0.0096558903294251,4.85092334019103e-06,-5.81032386118645,-0.233327397848405
-363.192692651784,0.105568664600815,0.0381778243663692,0.049614030097295,0.153801328911812,0.69585860205534,1.21348022319495,-5.8343084143182,0.0061643053241459,0.999999879828738,-5.37814542118836,-0.269464870071336
-391.75683397366,0.113063483327895,0.0489689610678572,0.0238124797802408,0.288512103108861,0.890871922034968,1.83050024060228,-5.84605611833424,0.00457287486405931,0.995399596846824,-5.37023523642788,0.247454511429162
-346.679317708456,0.253370618229997,0.0348422111261589,0.0528561245870296,0.0646316935110583,0.828622795025028,0.417986853485294,-5.91657314562927,0.0460284996234061,0.350548613270748,-5.9185820017149,-0.631461166581295
-27.7340860675655,0.911212043931667,0.0101132470994618,0.139497479726582,0.0147166447586739,1.42897050120455,0.0818993468692411,-5.86457550932194,0.102860427768178,0.999999915295678,-6.03952043454189,-0.0676416377521956
-412.737346856844,0.128750710209766,0.0217715076726101,0.045651963092198,0.15510916503733,1.08013496247136,1.11149494898753,-5.88836400452835,0.013952207676928,8.64028067581306e-11,-6.66897409602947,-0.747688925250221
-101.281756056229,0.690537156864294,0.0228056934437678,0.0846404660571933,0.0476864540141453,0.982692158120131,0.26307539339516,-5.89750559721915,0.108586605516573,0.999826335854673,-5.93281024130585,-0.429936029214721
-23.2661783631774,0.366520112747695,0.0282615037666151,0.0261088583240795,0.0580066002693499,1.36594046304232,0.0782371760334531,-5.92444602273545,0.0906666234632238,7.75743407348932e-07,-5.91214552045282,-0.359848403397356
-25.7869672839551,0.345818662487027,0.0188306794610762,0.00970119745183035,0.269964474471511,1.24726152065835,0.0563845555120992,-5.88175171480336,0.0968196196370444,0.00166601546071273,-5.64666770047381,0.734161895691112
-46.6605529334295,0.461785460384335,0.0119997065865758,0.0209195563735167,0.114976688689438,1.28395408868066,0.0610852180709422,-5.94313361728929,0.0889170495391765,0.291530992003379,-4.57536370159396,-0.527750795098153
-45.3507574280499,0.557200703139199,0.0383214670701104,0.883070172992815,0.00254867142762568,1.20782502501764,0.136392165150401,-5.94228111574673,0.101132577054934,1.31176903440102e-06,-5.69853665676785,0.436193417325167
-402.657280985466,0.199107189504739,0.0353291531625353,0.188146844110187,0.0513908183560588,0.689944925505014,0.645817006731237,-5.81346272526596,0.0111002673293455,4.01249333831585e-07,-4.22333617519611,0.801170159123895
-39.8320667200051,0.489735533993927,0.00762120101955016,0.602484070000453,0.00759432120435846,1.28679980063269,0.0897155848899302,-5.86960380376641,0.0953399275181348,0.999999999460181,-5.96113176293145,-0.694366683688402
-26.6706370385115,0.361988406335644,0.0133811239766129,0.042542624598267,0.0618415965406525,1.36943079660122,0.0328721143632783,-6.1125146865002,0.0879224533998515,0.361072813102659,-6.00886365076521,-0.541456230062096
-34.2951136069663,0.799788475704166,0.0162782178145995,0.00990529588517719,0.226949430757605,1.14831342113908,0.00807679410010621,-4.9606330616653,0.10063414841007,0.999940180747309,-6.23760374691477,-1.20295311635604
-26.9962661017529,0.91360665358464,0.0162895298325974,0.0200215826516124,0.0538597494792763,1.42690239405882,0.0583797191288353,-5.93914346598008,0.0835986968144715,0.00424845307902843,-6.35289037863615,-0.189827824666988
