b1,b2,b3,b4,b5,mu_EI,mu_IR,rho,eta,tau,N,loglik,loglik.se,id
2.7699016643156456,0.46697321468138275,3.634953414532442,1.1939752364429865,2.572289287833346,0.10000000000000002,0.10000000000000002,0.48010084881002363,0.09768987289006278,0.10117182901658608,367601,-1151.6563178373647,0.6153038749451255,2
2.7028317845888603,0.4123310187546502,3.5891744066394504,1.0135776671232262,2.472920688959799,0.10000000000000002,0.10000000000000002,0.43393067189667917,0.10878353213428547,0.09585533460854458,367601,-1152.4299179588343,0.434457862943434,2
2.5790253935141076,0.384451196692288,3.3590471779864908,0.9996519710085905,2.284861740163344,0.10000000000000002,0.10000000000000002,0.4097119292609203,0.11418062078828237,0.09036664367467147,367601,-1153.4122966394857,0.17469523301035647,2
2.538753294580182,0.3112160093797698,3.300602000464883,0.893045857393073,2.059816082120312,0.10000000000000002,0.10000000000000002,0.3651602014083738,0.127622809808779,0.09317764769657057,367601,-1154.010868365972,0.1995436507922722,2
2.6021573385379075,0.3549409951307206,3.755892059663064,1.0261564191004189,2.239163610468004,0.10000000000000002,0.10000000000000002,0.4251797107393896,0.11371783036112564,0.09240134776869906,367601,-1154.1122445479311,0.577842819455548,2
2.4053505592256683,0.3114857950845998,3.0035273404380973,0.8729380604993014,2.0047859368670955,0.10000000000000002,0.10000000000000002,0.36277503021033247,0.1308305620713955,0.09244821280096134,367601,-1154.194086065382,0.2268906058117568,2
2.6322013962576616,0.34612921983853295,3.3079370293151866,0.9478816395473841,2.1832524883353646,0.10000000000000002,0.10000000000000002,0.37338810595580835,0.12260969700487945,0.09069962711894476,367601,-1154.3752277940257,0.29249372731577516,2
2.551034887480436,0.42211742633424526,3.4103008644602926,1.0826341962386836,2.2948200399228535,0.10000000000000002,0.10000000000000002,0.48010084881002363,0.10545169160416555,0.09986720258554543,367601,-1154.8658589019549,0.34123145621933343,3
2.7928731853138204,0.4936148563019429,4.021095978525802,1.1674817004715763,2.7738230913505095,0.10000000000000002,0.10000000000000002,0.47527989111226676,0.09608864202747644,0.09249029378579912,367601,-1154.9325173431355,0.1854521217888708,3
2.7346651497127517,0.3910209165950616,3.9882312261976924,1.1196586543423344,2.6504397549711367,0.10000000000000002,0.10000000000000002,0.45532187771716975,0.10114626945033682,0.09108475668371445,367601,-1155.391355331446,0.27986093362567027,2
2.4061763979699307,0.2854157586869066,2.9133888055136263,0.8540007770467034,1.8858209814899287,0.10000000000000002,0.10000000000000002,0.3504801403849037,0.13758845758077992,0.09474628727072991,367601,-1155.459194441025,0.5202892179290143,2
2.8164723769243647,0.4614305334896566,4.296081638982608,1.2347400281100076,2.809512344179511,0.10000000000000002,0.10000000000000002,0.47527989111226676,0.09537956347104652,0.09272203612895628,367601,-1156.260352304006,0.3582371743257275,2
2.708107627469201,0.32277223008212813,3.4861092374214597,0.9281650226928831,2.261822675985165,0.10000000000000002,0.10000000000000002,0.36277503021033247,0.12258594321066593,0.09204172019965073,367601,-1156.3193233671136,0.24458129784741067,3
2.302013290450794,0.30475021031855704,2.6103830166055517,0.78210587783218255,1.7700459285330692,0.10000000000000002,0.10000000000000002,0.3252169573053446,0.147019392310741,0.09348076537265981,367601,-1156.4174181998046,0.12985890535926795,2
2.4706492275696155,0.36027613151518706,2.953623367848008,0.9556651004081053,2.164136731137688,0.10000000000000002,0.10000000000000002,0.3746729595660555,0.1241432429789936,0.08116348626918439,367601,-1156.4830525252773,0.47162409230986274,2
2.574991731645543,0.281841032789795,3.25404390557864,0.9102651994986711,2.0284180282484745,0.10000000000000002,0.10000000000000002,0.3651602014083738,0.12881707284607657,0.09114051843733995,367601,-1156.6460659671425,0.3120409634284946,3
2.6764750846190752,0.409990190042434,3.8653422776035304,0.9892537657229551,2.4977376466753047,0.10000000000000002,0.10000000000000002,0.42832227735374967,0.10772271094872128,0.08878185086102859,367601,-1157.013163903594,0.3337934841743994,2
2.931251569755986,0.3398615299650172,4.204209520900284,1.0194795577965092,2.424852206736268,0.10000000000000002,0.10000000000000002,0.4325367403229289,0.10795871020209549,0.09565210358519964,367601,-1157.4575028585732,0.40911033541089614,2
2.2925028333210764,0.26771602729438826,2.811123427685998,0.7783492232694328,1.668902929448865,0.10000000000000002,0.10000000000000002,0.3336179168534752,0.14769483147967713,0.09969524304117691,367601,-1157.9076823587347,0.18557828716052005,2
2.749519239822342,0.3952435476755867,4.718554045294073,1.1141506230282319,2.637735895837018,0.10000000000000002,0.10000000000000002,0.46831364513602214,0.10115228716474915,0.09261104219959383,367601,-1158.0762788284565,0.5176821414219952,2
2.6516242280861793,0.3915818859141549,3.9108377395330822,0.9567239724072297,2.523634523522342,0.10000000000000002,0.10000000000000002,0.40313250248229676,0.11290420568326195,0.09055609363569717,367601,-1158.2533865561843,0.18825316308435,2
2.297750079108445,0.2781179448823629,2.6552581502179,0.764908780711273,1.6952674084274422,0.10000000000000002,0.10000000000000002,0.3215560256131925,0.15057559922320218,0.07815115676561173,367601,-1158.3486927118847,0.4537005422738889,2
2.9522751040968367,0.5267434505065502,4.450590765144232,1.3684525743334115,3.379510124628874,0.10000000000000002,0.10000000000000002,0.5079391521339681,0.08485639370988694,0.09941512011202887,367601,-1158.8132717494445,0.3287938337311083,2
2.1048767581252856,0.27412707878220804,2.342627030742325,0.7286904267399098,1.5585471941070537,0.10000000000000002,0.10000000000000002,0.30461393339940535,0.16088037842457334,0.08646699265825396,367601,-1159.131370060139,0.09208533344844283,2
2.4033495595709655,0.26353806068402436,2.9772642136067913,0.7522948453302492,1.8070381558246917,0.10000000000000002,0.10000000000000002,0.318433755096599,0.148184851047172,0.08235627519213368,367601,-1159.281725321905,0.23049706949613458,3
2.640087104144967,0.30797057315885096,3.272409112828527,0.8905664491463968,2.182900101710895,0.10000000000000002,0.10000000000000002,0.3336179168534752,0.1289963834774738,0.0998958612983975,367601,-1159.3348962547827,0.164575490455952,3
2.193337749475993,0.2602683308838254,2.5065840614930317,0.6926970136314621,1.6059081371094195,0.10000000000000002,0.10000000000000002,0.30538175363465814,0.15967825452849504,0.08683755317292607,367601,-1159.6480160270592,0.23410689752390657,2
