"Date","Time (LST/LDT)","Highest","MHHW (ft)","MHW (ft)","MSL (ft)","MTL (ft)","MLW (ft)","MLLW (ft)","Lowest (ft)","Inf"
"2004/08/01","00:00","572.408","NaN","NaN","571.8","NaN","NaN","NaN","571.276","0"
"2004/09/01","00:00","572.602","NaN","NaN","571.67","NaN","NaN","NaN","571.276","0"
"2004/10/01","00:00","571.637","NaN","NaN","571.059","NaN","NaN","NaN","569.974","0"
"2004/11/01","00:00","571.975","NaN","NaN","570.849","NaN","NaN","NaN","569.724","0"
"2004/12/01","00:00","572.106","NaN","NaN","570.847","NaN","NaN","NaN","569.541","0"
"2005/01/01","00:00","572.956","NaN","NaN","571.637","NaN","NaN","NaN","570.495","0"
"2005/02/01","00:00","572.159","NaN","NaN","571.673","NaN","NaN","NaN","571.02","0"
"2005/03/01","00:00","572.523","NaN","NaN","571.813","NaN","NaN","NaN","571.25","0"
"2005/04/01","00:00","573.136","NaN","NaN","572.136","NaN","NaN","NaN","571.493","0"
"2005/05/01","00:00","572.703","NaN","NaN","572.156","NaN","NaN","NaN","571.706","0"
"2005/06/01","00:00","572.585","NaN","NaN","571.911","NaN","NaN","NaN","571.526","0"
"2005/07/01","00:00","572.156","NaN","NaN","571.599","NaN","NaN","NaN","570.899","0"
"2005/08/01","00:00","572.507","NaN","NaN","571.326","NaN","NaN","NaN","570.889","0"
"2005/09/01","00:00","571.932","NaN","NaN","571.092","NaN","NaN","NaN","569.856","0"
"2005/10/01","00:00","571.575","NaN","NaN","570.916","NaN","NaN","NaN","570.348","0"
"2005/11/01","00:00","571.745","NaN","NaN","570.396","NaN","NaN","NaN","568.986","0"
"2005/12/01","00:00","571.056","NaN","NaN","570.248","NaN","NaN","NaN","568.885","0"
"2006/01/01","00:00","571.499","NaN","NaN","570.722","NaN","NaN","NaN","569.728","0"
"2006/02/01","00:00","571.732","NaN","NaN","571.04","NaN","NaN","NaN","570.253","0"
"2006/03/01","00:00","571.726","NaN","NaN","571.225","NaN","NaN","NaN","570.528","0"
"2006/04/01","00:00","571.808","NaN","NaN","571.384","NaN","NaN","NaN","570.896","0"
"2006/05/01","00:00","572.152","NaN","NaN","571.506","NaN","NaN","NaN","570.961","0"
"2006/06/01","00:00","572.201","NaN","NaN","571.705","NaN","NaN","NaN","571.06","0"
"2006/07/01","00:00","572.448","NaN","NaN","571.758","NaN","NaN","NaN","571.253","0"
"2006/08/01","00:00","572.375","NaN","NaN","571.657","NaN","NaN","NaN","571.184","0"
"2006/09/01","00:00","572.316","NaN","NaN","571.325","NaN","NaN","NaN","570.63","0"
"2006/10/01","00:00","571.831","NaN","NaN","571.081","NaN","NaN","NaN","569.934","0"
"2006/11/01","00:00","571.621","NaN","NaN","571.179","NaN","NaN","NaN","570.84","0"
"2006/12/01","00:00","572.346","NaN","NaN","571.262","NaN","NaN","NaN","569.012","0"
"2007/01/01","00:00","572.461","NaN","NaN","571.765","NaN","NaN","NaN","570.863","0"
"2007/02/01","00:00","572.585","NaN","NaN","571.481","NaN","NaN","NaN","570.456","0"
"2007/03/01","00:00","572.398","NaN","NaN","571.694","NaN","NaN","NaN","570.778","0"
"2007/04/01","00:00","572.641","NaN","NaN","571.911","NaN","NaN","NaN","570.942","0"
"2007/05/01","00:00","572.595","NaN","NaN","572.004","NaN","NaN","NaN","571.703","0"
"2007/06/01","00:00","572.188","NaN","NaN","571.73","NaN","NaN","NaN","571.253","0"
"2007/07/01","00:00","572.07","NaN","NaN","571.366","NaN","NaN","NaN","570.896","0"
"2007/08/01","00:00","571.824","NaN","NaN","571.299","NaN","NaN","NaN","570.925","0"
"2007/09/01","00:00","571.532","NaN","NaN","571.099","NaN","NaN","NaN","570.577","0"
"2007/10/01","00:00","571.339","NaN","NaN","570.613","NaN","NaN","NaN","569.774","0"
"2007/11/01","00:00","571.309","NaN","NaN","570.16","NaN","NaN","NaN","569.193","0"
"2007/12/01","00:00","571.516","NaN","NaN","570.331","NaN","NaN","NaN","568.852","0"
"2008/01/01","00:00","571.552","NaN","NaN","570.498","NaN","NaN","NaN","567.795","0"
"2008/02/01","00:00","572.224","NaN","NaN","571.086","NaN","NaN","NaN","569.918","0"
"2008/03/01","00:00","572.533","NaN","NaN","571.688","NaN","NaN","NaN","571.06","0"
"2008/04/01","00:00","572.844","NaN","NaN","572.144","NaN","NaN","NaN","571.486","0"
"2008/05/01","00:00","572.648","NaN","NaN","572.009","NaN","NaN","NaN","571.237","0"
"2008/06/01","00:00","572.569","NaN","NaN","571.931","NaN","NaN","NaN","571.444","0"
"2008/07/01","00:00","572.526","NaN","NaN","571.999","NaN","NaN","NaN","571.467","0"
"2008/08/01","00:00","572.359","NaN","NaN","571.622","NaN","NaN","NaN","571.155","0"
"2008/09/01","00:00","572.379","NaN","NaN","571.241","NaN","NaN","NaN","569.823","0"
"2008/10/01","00:00","571.614","NaN","NaN","570.849","NaN","NaN","NaN","569.948","0"
"2008/11/01","00:00","571.926","NaN","NaN","570.584","NaN","NaN","NaN","570.02","0"
"2008/12/01","00:00","572.297","NaN","NaN","570.618","NaN","NaN","NaN","568.855","0"
"2009/01/01","00:00","571.821","NaN","NaN","570.926","NaN","NaN","NaN","570.367","0"
"2009/02/01","00:00","571.942","NaN","NaN","571.074","NaN","NaN","NaN","569.554","0"
"2009/03/01","00:00","572.707","NaN","NaN","571.86","NaN","NaN","NaN","571.053","0"
"2009/04/01","00:00","573.009","NaN","NaN","572.253","NaN","NaN","NaN","571.509","0"
"2009/05/01","00:00","572.831","NaN","NaN","572.353","NaN","NaN","NaN","571.801","0"
"2009/06/01","00:00","573.114","NaN","NaN","572.347","NaN","NaN","NaN","571.834","0"
"2009/07/01","00:00","572.644","NaN","NaN","572.246","NaN","NaN","NaN","571.706","0"
"2009/08/01","00:00","572.356","NaN","NaN","571.993","NaN","NaN","NaN","571.339","0"
"2009/09/01","00:00","572.087","NaN","NaN","571.648","NaN","NaN","NaN","569.967","0"
"2009/10/01","00:00","571.955","NaN","NaN","571.242","NaN","NaN","NaN","570.302","0"
"2009/11/01","00:00","571.69","NaN","NaN","571.06","NaN","NaN","NaN","570.459","0"
"2009/12/01","00:00","571.522","NaN","NaN","570.872","NaN","NaN","NaN","569.019","0"
"2010/01/01","00:00","571.375","NaN","NaN","570.784","NaN","NaN","NaN","569.99","0"
"2010/02/01","00:00","571.706","NaN","NaN","570.609","NaN","NaN","NaN","570.026","0"
"2010/03/01","00:00","571.516","NaN","NaN","570.78","NaN","NaN","NaN","570.322","0"
"2010/04/01","00:00","571.683","NaN","NaN","571.137","NaN","NaN","NaN","570.413","0"
"2010/05/01","00:00","572.336","NaN","NaN","571.529","NaN","NaN","NaN","570.646","0"
"2010/06/01","00:00","572.474","NaN","NaN","571.881","NaN","NaN","NaN","571.266","0"
"2010/07/01","00:00","572.28","NaN","NaN","571.74","NaN","NaN","NaN","571.184","0"
"2010/08/01","00:00","571.991","NaN","NaN","571.484","NaN","NaN","NaN","571.148","0"
"2010/09/01","00:00","571.562","NaN","NaN","570.926","NaN","NaN","NaN","570.308","0"
"2010/10/01","00:00","571.732","NaN","NaN","570.766","NaN","NaN","NaN","569.58","0"
"2010/11/01","00:00","571.24","NaN","NaN","570.439","NaN","NaN","NaN","569.505","0"
"2010/12/01","00:00","571.532","NaN","NaN","570.414","NaN","NaN","NaN","569.728","0"
"2011/01/01","00:00","570.876","NaN","NaN","570.253","NaN","NaN","NaN","569.751","0"
"2011/02/01","00:00","571.152","NaN","NaN","570.024","NaN","NaN","NaN","569.252","0"
"2011/03/01","00:00","571.936","NaN","NaN","570.917","NaN","NaN","NaN","570.092","0"
"2011/04/01","00:00","573.005","NaN","NaN","571.492","NaN","NaN","NaN","570.367","0"
"2011/05/01","00:00","573.228","NaN","NaN","572.353","NaN","NaN","NaN","571.785","0"
"2011/06/01","00:00","573.31","NaN","NaN","572.758","NaN","NaN","NaN","572.329","0"
"2011/07/01","00:00","573.153","NaN","NaN","572.414","NaN","NaN","NaN","571.857","0"
"2011/08/01","00:00","573.035","NaN","NaN","572.125","NaN","NaN","NaN","571.014","0"
"2011/09/01","00:00","572.71","NaN","NaN","571.848","NaN","NaN","NaN","571.122","0"
"2011/10/01","00:00","572.766","NaN","NaN","571.716","NaN","NaN","NaN","570.686","0"
"2011/11/01","00:00","572.989","NaN","NaN","571.493","NaN","NaN","NaN","570.072","0"
"2011/12/01","00:00","572.73","NaN","NaN","572.119","NaN","NaN","NaN","571.496","0"
"2012/01/01","00:00","573.186","NaN","NaN","572.047","NaN","NaN","NaN","570.62","0"
"2012/02/01","00:00","573.133","NaN","NaN","572.055","NaN","NaN","NaN","571.106","0"
"2012/03/01","00:00","572.874","NaN","NaN","572.01","NaN","NaN","NaN","570.446","0"
"2012/04/01","00:00","572.438","NaN","NaN","571.88","NaN","NaN","NaN","571.44","0"
"2012/05/01","00:00","572.218","NaN","NaN","571.738","NaN","NaN","NaN","571.211","0"
"2012/06/01","00:00","572.27","NaN","NaN","571.58","NaN","NaN","NaN","571.142","0"
"2012/07/01","00:00","571.988","NaN","NaN","571.311","NaN","NaN","NaN","570.761","0"
"2012/08/01","00:00","571.519","NaN","NaN","570.964","NaN","NaN","NaN","570.558","0"
"2012/09/01","00:00","571.496","NaN","NaN","570.641","NaN","NaN","NaN","569.97","0"
"2012/10/01","00:00","572.228","NaN","NaN","570.313","NaN","NaN","NaN","569.242","0"
"2012/11/01","00:00","570.797","NaN","NaN","570.366","NaN","NaN","NaN","569.715","0"
"2012/12/01","00:00","571.414","NaN","NaN","570.249","NaN","NaN","NaN","569.327","0"
"2013/01/01","00:00","570.945","NaN","NaN","570.198","NaN","NaN","NaN","569.196","0"
"2013/02/01","00:00","570.869","NaN","NaN","570.36","NaN","NaN","NaN","569.291","0"
"2013/03/01","00:00","571.188","NaN","NaN","570.579","NaN","NaN","NaN","569.806","0"
"2013/04/01","00:00","571.916","NaN","NaN","570.903","NaN","NaN","NaN","570.059","0"
"2013/05/01","00:00","571.69","NaN","NaN","571.162","NaN","NaN","NaN","570.525","0"
"2013/06/01","00:00","572.808","NaN","NaN","571.59","NaN","NaN","NaN","570.909","0"
"2013/07/01","00:00","572.582","NaN","NaN","572.003","NaN","NaN","NaN","571.46","0"
"2013/08/01","00:00","572.408","NaN","NaN","571.745","NaN","NaN","NaN","571.257","0"
"2013/09/01","00:00","571.913","NaN","NaN","571.385","NaN","NaN","NaN","570.942","0"
"2013/10/01","00:00","571.64","NaN","NaN","571.046","NaN","NaN","NaN","569.813","0"
"2013/11/01","00:00","571.627","NaN","NaN","570.69","NaN","NaN","NaN","569.236","0"
"2013/12/01","00:00","571.575","NaN","NaN","570.575","NaN","NaN","NaN","569.518","0"
"2014/01/01","00:00","571.942","NaN","NaN","570.719","NaN","NaN","NaN","569.485","0"
"2014/02/01","00:00","571.463","NaN","NaN","570.613","NaN","NaN","NaN","570.118","0"
"2014/03/01","00:00","571.834","NaN","NaN","570.786","NaN","NaN","NaN","570.233","0"
"2014/04/01","00:00","572.067","NaN","NaN","571.458","NaN","NaN","NaN","570.404","0"
"2014/05/01","00:00","572.425","NaN","NaN","571.971","NaN","NaN","NaN","571.362","0"
"2014/06/01","00:00","572.736","NaN","NaN","572.174","NaN","NaN","NaN","571.827","0"
"2014/07/01","00:00","572.93","NaN","NaN","572.171","NaN","NaN","NaN","571.739","0"
"2014/08/01","00:00","572.582","NaN","NaN","572.05","NaN","NaN","NaN","571.545","0"
"2014/09/01","00:00","572.566","NaN","NaN","571.875","NaN","NaN","NaN","571.211","0"
"2014/10/01","00:00","572.129","NaN","NaN","571.621","NaN","NaN","NaN","571.001","0"
"2014/11/01","00:00","572.5","NaN","NaN","571.273","NaN","NaN","NaN","569.902","0"
"2014/12/01","00:00","571.893","NaN","NaN","571.401","NaN","NaN","NaN","570.007","0"
"2015/01/01","00:00","572.474","NaN","NaN","571.291","NaN","NaN","NaN","570.308","0"
"2015/02/01","00:00","572.215","NaN","NaN","570.95","NaN","NaN","NaN","570.65","0"
"2015/03/01","00:00","571.545","NaN","NaN","570.826","NaN","NaN","NaN","570.469","0"
"2015/04/01","00:00","572.185","NaN","NaN","571.573","NaN","NaN","NaN","570.873","0"
"2015/05/01","00:00","573.225","NaN","NaN","571.891","NaN","NaN","NaN","571.568","0"
"2015/06/01","00:00","573.819","NaN","NaN","572.585","NaN","NaN","NaN","571.965","0"
"2015/07/01","00:00","573.937","NaN","NaN","573.299","NaN","NaN","NaN","572.927","0"
"2015/08/01","00:00","573.622","NaN","NaN","572.917","NaN","NaN","NaN","571.975","0"
"2015/09/01","00:00","573.153","NaN","NaN","572.526","NaN","NaN","NaN","572.08","0"
"2015/10/01","00:00","572.94","NaN","NaN","571.965","NaN","NaN","NaN","570.656","0"
"2015/11/01","00:00","572.113","NaN","NaN","571.543","NaN","NaN","NaN","570.02","0"
"2015/12/01","00:00","572.477","NaN","NaN","571.383","NaN","NaN","NaN","570.669","0"
"2016/01/01","00:00","572.844","NaN","NaN","571.565","NaN","NaN","NaN","570.732","0"
"2016/02/01","00:00","572.572","NaN","NaN","571.745","NaN","NaN","NaN","570.906","0"
"2016/03/01","00:00","572.89","NaN","NaN","572.22","NaN","NaN","NaN","571.47","0"
"2016/04/01","00:00","573.74","NaN","NaN","572.836","NaN","NaN","NaN","572.159","0"
"2016/05/01","00:00","573.875","NaN","NaN","573.005","NaN","NaN","NaN","572.47","0"
"2016/06/01","00:00","573.455","NaN","NaN","572.877","NaN","NaN","NaN","572.51","0"
"2016/07/01","00:00","573.304","NaN","NaN","572.648","NaN","NaN","NaN","572.264","0"
"2016/08/01","00:00","573.068","NaN","NaN","572.379","NaN","NaN","NaN","571.877","0"
"2016/09/01","00:00","572.648","NaN","NaN","572.152","NaN","NaN","NaN","571.522","0"
"2016/10/01","00:00","572.569","NaN","NaN","571.949","NaN","NaN","NaN","571.381","0"
"2016/11/01","00:00","572.543","NaN","NaN","571.69","NaN","NaN","NaN","570.991","0"
"2016/12/01","00:00","572.018","NaN","NaN","571.368","NaN","NaN","NaN","570.463","0"
"2017/01/01","00:00","572.464","NaN","NaN","571.768","NaN","NaN","NaN","570.453","0"
"2017/02/01","00:00","572.723","NaN","NaN","572.175","NaN","NaN","NaN","571.447","0"
"2017/03/01","00:00","573.35","NaN","NaN","572.441","NaN","NaN","NaN","571.732","0"
"2017/04/01","00:00","573.734","NaN","NaN","572.959","NaN","NaN","NaN","571.112","0"
"2017/05/01","00:00","574.137","NaN","NaN","573.547","NaN","NaN","NaN","572.621","0"
"2017/06/01","00:00","574.551","NaN","NaN","573.593","NaN","NaN","NaN","573.143","0"
"2017/07/01","00:00","574.127","NaN","NaN","573.527","NaN","NaN","NaN","573.11","0"
"2017/08/01","00:00","573.839","NaN","NaN","573.159","NaN","NaN","NaN","572.451","0"
"2017/09/01","00:00","573.402","NaN","NaN","572.792","NaN","NaN","NaN","572.185","0"
"2017/10/01","00:00","573.606","NaN","NaN","572.441","NaN","NaN","NaN","571.276","0"
"2017/11/01","00:00","573.406","NaN","NaN","572.415","NaN","NaN","NaN","571.611","0"
"2017/12/01","00:00","573.084","NaN","NaN","572.241","NaN","NaN","NaN","571.234","0"
"2018/01/01","00:00","572.923","NaN","NaN","572.054","NaN","NaN","NaN","571.184","0"
"2018/02/01","00:00","573.304","NaN","NaN","572.283","NaN","NaN","NaN","571.749","0"
"2018/03/01","00:00","574.603","NaN","NaN","573.1","NaN","NaN","NaN","572.605","0"
"2018/04/01","00:00","574.511","NaN","NaN","573.409","NaN","NaN","NaN","572.264","0"
"2018/05/01","00:00","574.419","NaN","NaN","573.73","NaN","NaN","NaN","573.018","0"
"2018/06/01","00:00","574.072","NaN","NaN","573.78","NaN","NaN","NaN","573.455","0"
"2018/07/01","00:00","574.337","NaN","NaN","573.566","NaN","NaN","NaN","573.018","0"
"2018/08/01","00:00","573.97","NaN","NaN","573.202","NaN","NaN","NaN","572.707","0"
"2018/09/01","00:00","573.707","NaN","NaN","573.031","NaN","NaN","NaN","572.408","0"
"2018/10/01","00:00","573.848","NaN","NaN","572.73","NaN","NaN","NaN","571.726","0"
"2018/11/01","00:00","573.606","NaN","NaN","572.72","NaN","NaN","NaN","571.398","0"
"2018/12/01","00:00","573.36","NaN","NaN","572.802","NaN","NaN","NaN","571.873","0"
"2019/01/01","00:00","574.062","NaN","NaN","572.904","NaN","NaN","NaN","571.739","0"
"2019/02/01","00:00","573.494","NaN","NaN","572.854","NaN","NaN","NaN","571.66","0"
"2019/03/01","00:00","573.773","NaN","NaN","573.048","NaN","NaN","NaN","572.205","0"
"2019/04/01","00:00","574.82","NaN","NaN","573.576","NaN","NaN","NaN","573.005","0"
"2019/05/01","00:00","575.226","NaN","NaN","574.288","NaN","NaN","NaN","573.688","0"
"2019/06/01","00:00","575.049","NaN","NaN","574.603","NaN","NaN","NaN","574.14","0"
"2019/07/01","00:00","575.305","NaN","NaN","574.596","NaN","NaN","NaN","574.14","0"
"2019/08/01","00:00","574.987","NaN","NaN","574.203","NaN","NaN","NaN","573.517","0"
"2019/09/01","00:00","574.364","NaN","NaN","573.73","NaN","NaN","NaN","573.077","0"
"2019/10/01","00:00","574.078","NaN","NaN","573.278","NaN","NaN","NaN","571.975","0"
"2019/11/01","00:00","573.514","NaN","NaN","572.854","NaN","NaN","NaN","571.68","0"
"2019/12/01","00:00","573.786","NaN","NaN","573.061","NaN","NaN","NaN","572.293","0"
"2020/01/01","00:00","573.99","NaN","NaN","573.422","NaN","NaN","NaN","572.3","0"
"2020/02/01","00:00","574.285","NaN","NaN","573.806","NaN","NaN","NaN","573.287","0"
"2020/03/01","00:00","574.61","NaN","NaN","573.98","NaN","NaN","NaN","573.497","0"
"2020/04/01","00:00","575.207","NaN","NaN","574.341","NaN","NaN","NaN","573.556","0"
"2020/05/01","00:00","575.089","NaN","NaN","574.396","NaN","NaN","NaN","573.783","0"
"2020/06/01","00:00","575.18","NaN","NaN","574.449","NaN","NaN","NaN","573.773","0"
"2020/07/01","00:00","575.338","NaN","NaN","574.314","NaN","NaN","NaN","573.799","0"
"2020/08/01","00:00","574.449","NaN","NaN","573.914","NaN","NaN","NaN","573.219","0"
"2020/09/01","00:00","574.137","NaN","NaN","573.563","NaN","NaN","NaN","572.205","0"
"2020/10/01","00:00","574.094","NaN","NaN","573.186","NaN","NaN","NaN","572.264","0"
"2020/11/01","00:00","573.74","NaN","NaN","572.927","NaN","NaN","NaN","571.007","0"
"2020/12/01","00:00","573.665","NaN","NaN","572.93","NaN","NaN","NaN","571.936","0"
"2021/01/01","00:00","573.599","NaN","NaN","573.097","NaN","NaN","NaN","572.51","0"
