,Beta,mu_IR,mu_ID,mu_EI,alpha,mu_AR,mu_PI,c_1,c_2,c_3,c_4,c_5,c_6,rho,N,tau,loglik,loglik.se
247,0.774667364,13.56746804,7.45E-06,3.352173659,0.648795715,0.545760091,0.325847472,0.680186028,0.576368988,0.493102914,0.59860745,0.590649032,0.477056625,0.813399305,39512223,7020.676018,-4419.863228,2.52935121
248,0.046815544,47.50447276,6.18E-06,0.542430552,0.252437977,0.002774798,10.74145159,15.60064921,2.692883586,0.721160099,0.695916886,4.677244357,0.640090073,0.110855399,39512223,1781.840174,-4433.001045,41.04170819
249,0.374971989,7.134855487,6.12E-06,2.10837959,0.271109717,0.126222785,0.515651214,1.041795446,0.801776651,0.626395637,0.830995124,0.930681828,0.523751722,0.33334143,39512223,1877.629633,-4442.73349,6.711118109
250,0.218193475,3.725788807,2.17E-06,3.331547357,0.741695907,0.240217409,1.723482951,1.795326447,1.489962222,1.149773116,1.636796337,1.623323871,1.184869056,0.483077621,39512223,2655.386625,-4453.190608,2.957902525
251,0.486592997,5.040726176,5.95E-05,2.768943219,0.628393867,0.552681332,1.274695889,1.359366355,1.382942017,1.2762004,1.448651949,1.396039576,1.350212415,0.740228737,39512223,3834.847291,-4502.830408,15.35948236
252,0.944975291,9.679582591,3.85E-07,2.596192777,0.566629706,0.967643655,1.137846302,1.022848068,0.987204698,0.944059258,1.06207332,1.058602765,1.078761994,0.65824124,39512223,1434.656151,-4521.532788,4.551268334
253,0.63168911,59.03662402,2.69E-06,9.90328836,0.817775445,0.464387917,4.941722549,1.017701953,0.927605539,0.861101498,0.99335095,1.085367045,1.217254548,0.264940873,39512223,798.1245442,-4525.289534,36.53201957
254,0.324224047,15.29973915,8.03E-07,0.571320557,0.791349282,0.798012892,0.037632623,1.516053435,0.985762445,0.261608562,0.675927089,1.517137333,0.174358322,0.098104099,39512223,1887.253722,-4532.568702,23.14458992
255,0.083315928,4.521302446,1.31E-06,0.90451046,0.500507013,3.830668552,0.049022961,2.755720207,1.838938299,1.631308217,1.719347396,1.203101901,0.260563067,0.677356736,39512223,205839.5643,-4534.149926,20.86296995
256,0.09543149,4.215365462,5.31E-07,2.600486105,0.748325433,0.68588567,0.024709088,2.462620447,2.950702132,0.568499521,0.971425172,4.171799411,0.287233712,0.085515175,39512223,3898.623537,-4536.610917,50.75196004
257,1.420451763,12.23297909,1.30E-06,1.468987918,0.543528248,0.56066045,3.057258507,0.655999838,0.598895096,0.519606147,0.632524995,0.638175765,0.620282866,0.486826141,39512223,1897.834478,-4543.065416,6.090790497
258,0.11965593,19.52666708,2.69E-06,0.629560465,0.499141326,0.039686125,4.106385449,3.03892991,1.336635513,0.410746776,1.079819765,2.724927406,0.117339204,0.092995803,39512223,1048.152546,-4549.592654,6.871925086
259,0.209722763,11.66881351,1.34E-06,2.274343042,0.677511389,0.365604808,0.476707446,2.382034608,1.931217749,1.669127669,2.014233141,2.051241211,1.560448142,0.751856797,39512223,6395.006374,-4555.497381,5.452613463
260,0.221388352,28.99630416,3.27E-06,0.424750782,0.249385787,0.053361234,1.341727705,3.025637409,1.266782575,0.643347026,1.288814038,2.691392089,1.831371906,0.09745224,39512223,1042.621151,-4557.636227,11.4793609
261,0.837298617,8.630859415,9.08E-07,2.594531616,0.572219978,0.510144884,0.869830632,0.806761509,0.7286955,0.652466355,0.761916622,0.764415486,0.75204728,0.509677347,39512223,1327.303719,-4584.455312,13.68756972
262,0.517098827,14.80989452,1.53E-06,0.527828382,0.184483191,2.272554588,0.618787258,1.547294001,1.307406951,1.068726496,1.477515887,1.401628766,0.948847555,0.866283698,39512223,11324.95551,-4585.410574,53.93840976
263,0.329042288,13.15139449,1.11E-06,4.812601557,0.891155243,0.097931451,0.217631633,0.530459955,0.415598339,0.970613014,1.376854093,12.71593734,2.628967008,0.197173302,39512223,105890.8402,-4609.408041,2.013636378
264,0.558650102,5.51622049,1.47E-06,4.561399956,0.755255075,0.68517587,0.711752822,1.311472038,1.215789139,1.098711817,1.281117765,1.218926672,1.225631931,0.79249101,39512223,3880.482389,-4631.431616,2.380615596
265,0.02425858,5.958489339,1.66E-06,3.310762553,0.660657379,0.038890422,0.031770392,2.159619258,2.225415328,0.350138828,4.716061008,0.228459675,3.192614096,0.457531608,39512223,13441036.98,-4631.828419,2.731867473
266,0.264735897,3.572251077,1.47E-06,1.934138929,0.613038605,0.516546639,1.074109455,2.093259186,2.484981389,2.196519786,2.628651011,2.677945618,2.92501959,0.310394308,39512223,1579.891293,-4658.121771,26.78103301
267,0.833704707,8.034141171,1.44E-05,2.927839926,0.899190907,0.687473772,0.753892601,0.896272312,0.85035117,0.767799996,0.876343757,0.857472715,0.816762917,0.641369823,39512223,2239.745084,-4661.272424,0.888592688
268,0.178754421,5.742247072,1.35E-06,2.953319526,0.846065284,0.42287557,2.339218428,3.005967595,2.863463606,2.465857016,2.858101819,2.85269538,2.503253661,0.705095023,39512223,4594.869842,-4706.469448,0.994295046
269,0.237718931,5.465869777,5.09E-07,12.41679408,0.964646996,0.416186438,2.057494323,2.033595291,1.838248725,1.652779323,1.971854993,1.959221435,1.924066183,0.506184698,39512223,1856.407337,-4720.767832,2.877232928
270,0.439756239,12.89331105,8.38E-07,2.297452073,0.231134025,0.527376656,0.765193644,1.588383416,1.479080741,1.371809136,1.562218873,1.584978323,1.577518483,0.499682921,39512223,1537.911624,-4762.517275,1.160602806
271,0.030433348,0.484526832,5.39E-07,10.58791824,0.203392328,0.003560126,1.396278278,2.796898498,7.788589964,0.479367807,1.410369405,2.750008163,0.192432391,0.503825426,39512223,20614.61755,-4808.876579,5.582549554
272,1.03188595,10.86541459,1.52E-06,7.303221021,0.462015692,1.506579265,0.53151323,0.74362626,0.712844626,0.626803574,0.715299721,0.718031347,0.683564146,0.736458481,39512223,3154.784029,-4813.263144,2.153891319
273,0.528346074,6.591906458,7.48E-06,2.390656765,0.633142661,0.946553673,0.699680977,1.600302189,1.510332583,1.402530695,1.58416442,1.587330033,1.696110745,0.481278102,39512223,1364.908938,-4824.758875,37.62490028
274,0.212988276,3.233746401,6.04E-06,0.877065415,0.498808121,5.355425724,0.099725421,1.63522677,1.299924147,0.45509001,1.443277612,1.363685083,0.2336679,0.177651919,39512223,4728.520824,-4831.577031,352.9809264
275,0.352195724,13.50123821,6.72E-05,2.506509363,0.363900188,0.11921723,0.076471934,0.49803113,0.323398355,0.284496961,0.550015078,1.74985808,1.001127955,0.204059473,39512223,15286.61793,-4885.035905,0.769238914
276,0.05566402,6.288942336,1.51E-06,1.736003043,0.187414469,0.001744878,3.006052787,5.496530981,7.162966438,0.75384913,0.640643473,4.231923344,0.23051987,0.116891795,39512223,6183.73139,-4915.148472,43.30539933
277,0.436833932,9.127859221,7.71E-07,2.925504474,0.845612385,0.568128939,0.944392229,1.53120514,1.409225089,1.344195929,1.511136163,1.503961141,1.714900378,0.372948473,39512223,1023.553637,-4945.521277,9.09857243
278,0.487321307,17.10297232,1.09E-06,2.420466218,0.710028447,0.573032764,0.934796754,1.434587828,1.305137387,1.234232928,1.359978133,1.376973598,1.320557708,0.608112051,39512223,1616.022634,-4964.865309,33.84642514
279,0.237739786,18.39402176,8.43E-07,10.73440142,0.617617982,0.188011472,0.819747174,1.550653495,1.345338104,1.00117549,1.511593937,1.74701134,2.180292153,0.156536623,39512223,755.496084,-5118.548059,4.404980683
280,0.15315199,6.899229722,6.22E-06,4.095885703,0.697475177,0.647475061,0.308099304,3.761913511,3.176450597,2.94683813,3.322599684,3.385637639,3.129069889,0.526108772,39512223,1613.654145,-5137.387619,33.83699989
281,0.324210132,44.49275933,6.25E-07,5.91500797,0.316015124,0.218359065,0.201861875,1.067267706,0.710480632,0.630326897,0.871389848,1.050417289,1.286649951,0.152222968,39512223,1066.88598,-5138.756433,4.454145414
282,0.512515455,12.62002984,9.65E-06,1.64914403,0.421471071,0.741164801,1.093302508,1.865775925,1.711751354,1.567975876,1.754897547,1.706597992,1.659372387,0.717494987,39512223,3215.359278,-5195.983049,96.22831802
283,1.195434079,23.54908434,1.90E-06,4.055617352,0.587317909,0.197552571,0.069457031,0.232023673,0.241764607,1.010693958,1.399760224,3.597639867,1.270666855,0.229605277,39512223,16004.81225,-5374.653387,8.822793216
284,0.482650205,18.24373285,2.37E-06,3.097928569,0.93965218,0.642272604,3.540442189,1.588148949,1.431829275,1.350072786,1.496502806,1.534228498,1.681298122,0.403954316,39512223,838.6734039,-5431.28441,20.778098
285,0.235725261,20.61009278,5.12E-06,0.747697104,0.110986569,0.10715974,0.383753907,1.688420287,1.605025336,1.056925311,1.573909933,1.818676295,3.34237797,0.14982518,39512223,1286.968275,-5958.56385,5.031216164
286,0.970351801,23.29669101,2.15E-06,4.164054646,0.193903611,0.043473543,0.226289301,0.268802827,0.273180874,0.823918805,1.28331497,6.498087775,1.689429943,0.228528765,39512223,31701.2529,-6515.922334,105.007901
287,0.4562933,51.33291532,3.32E-06,1.423501013,0.915292935,0.195056402,0.037867789,0.958847411,0.999382915,2.359922812,5.200165669,7.188034571,4.193166536,0.229719444,39512223,18256.18341,-7996.302398,1.677232201
288,0.012178531,1.420393655,1.05E-06,1.408640074,0.872834332,0.191481577,0.006604532,9.95243478,3.740015499,0.042378105,0.789725959,1.161434017,0.276109361,0.835277549,39512223,59883.95531,-9061.093733,31.5405382
289,0.496091372,1.810150239,2.54E-06,4.563597626,0.518265914,0.465222899,1.068939104,0.769645283,1.268652029,1.154668638,1.108844179,0.983416804,1.035629096,0.696047076,39512223,2476.618903,-9095.378805,367.8693853
290,0.041133062,0.000503671,1.94E-05,8.66E-07,0.919727792,0.16033617,0.001019905,47.62840166,3.104755914,0.181528496,0.320933406,0.461987359,0.403233128,0.09881611,39512223,2478.235743,-9380.634069,0.237123577
291,0.188205547,1.936341515,1.59E-07,4.14E-05,0.50151765,0.11734655,2.05333444,86.52312387,13.18430393,1.412446712,15.2711409,5.056550002,2.573630431,0.635190292,39512223,20720.84908,-9440.572372,50.68460514
292,0.79791569,59.54907043,1.80E-05,0.87806725,0.649294496,1.219650657,2.933262034,1.855947814,1.808196289,1.777838939,2.048567185,2.310627309,2.577778456,0.261385956,39512223,563.6026035,-10360.71883,80.7640044
293,0.031244404,30.29230864,1.03E-06,0.07605827,0.50185374,0.000563006,1.914161713,23.46648997,2.119247636,0.13581647,0.563326924,4.481803851,0.37883232,0.161776736,39512223,1517.652068,-14270.5713,181.5494412
294,0.283696234,19.41213239,5.28E-07,1.349249622,0.502349674,0.179890524,0.840856186,1.725196365,1.144912262,0.983051052,1.403871192,1.719816495,2.301070696,0.144636333,39512223,814.805785,-15718.64487,NA
