"","Beta","mu_IR","mu_ID","mu_EI","alpha","mu_AR","mu_PI","c_1","c_2","c_3","c_4","c_5","c_6","rho","N","tau","loglik","loglik.se"
"1",0.165215759919712,10.5867503669707,1.57421283440111e-07,3.92791611129115,0.692788851396678,0.100746917724212,2.48530932174509,1.8686144055889,1.02469892603111,0.769365638386848,1.28034461913799,2.02307654950568,2.93679497741534,0.109671634557181,39512223,1121.13868286794,-3801.51273577337,1.04960296993565
"2",0.194579011946644,13.7600980944455,2.30514253843061e-06,0.700929575086875,0.678467831572147,0.143642046432591,1.02436751001666,1.93581016730483,1.21771459448649,0.885186563045419,1.5024332087352,2.07896585077004,3.40492389518291,0.116704901812651,39512223,1015.88918692137,-3804.80474712566,6.4856668276964
"3",0.0641019455206205,6.5862945916025,4.78467456022426e-07,1.19320581790778,0.68857468558089,0.0508101334012344,1.38536980435195,3.75067790857934,1.60062905787213,0.633148653002997,2.05556981785714,4.07075061203808,0.900986818755988,0.0985863895636908,39512223,974.19324402883,-3805.98192017158,1.02068492569893
"4",0.206254179481114,7.03825810975708,9.74992051146987e-06,3.88001269155925,0.371918552001185,2.77662062264158,0.221440295187354,2.24593115467846,1.76723562515448,1.53648352333974,2.00604597808894,2.4917293864219,3.27953557526309,0.150051884628098,39512223,1431.02016464844,-3808.39376031765,1.62733581388149
"5",0.200197037492608,6.58134419906567,8.24070861462093e-07,1.01372868435341,0.387522809277696,0.46223977412867,0.169542880704065,1.79267738343335,1.25288447501147,1.02252322913302,1.50407162716305,1.92038839657765,2.62954808830648,0.136703845007094,39512223,768.53168303147,-3810.72802260748,3.53176550608837
"6",0.0991343495730627,6.63821625070321,6.16050428542538e-07,4.38538518141879,0.593560757415331,0.0517024824777919,0.442801435094327,2.36910579295575,1.09632700881288,0.58986144844629,1.34398153423727,2.6751845739039,0.328400200614321,0.100400275561396,39512223,1013.00997483943,-3816.13155895587,0.344807167366396
"7",0.0532227022459695,8.66252591782634,4.8323979580338e-07,1.01577263542137,0.628313520540309,0.0438709596423402,1.18284471742388,4.74681684265712,1.82288461869809,0.589074167073048,2.46671028079733,5.2617709868654,0.352057395240367,0.0950514005463055,39512223,1227.06259554736,-3817.02172083351,0.537602127033174
"8",0.153503654576293,5.5201689020125,5.41632512934461e-06,1.4514554140946,0.618065984984651,0.0493067847452957,0.899488121883502,1.56185807990025,0.764338092286279,0.250858069348454,0.850982867053943,1.79453887718337,0.149755707086932,0.0958727472882293,39512223,998.659861983776,-3819.76930144555,0.437805913646241
"9",0.110734670280493,6.13171067065787,5.16747440853879e-07,3.9334088885911,0.755208296593644,0.0784095331674784,0.152703905131467,1.86718349069619,0.972384932271717,0.654377908374607,1.30675741337735,2.1035108213269,3.18859729385387,0.100322793139707,39512223,1069.52651658426,-3821.10257744386,25.0838375961665
"10",0.0490829114666927,2.41719317161191,1.23380430490252e-06,1.90899305860049,0.775213290059953,0.0509783539807705,0.96995747522707,4.0642733679446,1.82059759378182,0.82727591267841,2.38985720850061,4.82996580737605,0.605255928327888,0.0967089046923106,39512223,972.428300732068,-3825.86443866629,14.0463263929132
"11",0.241874914219374,10.1992315381904,2.50213864036283e-06,2.20634432398526,0.547715342896501,0.11308244021048,0.647228357258398,1.35316022019203,0.849305250536797,0.679207027672383,1.05441705028739,1.48025349350983,2.11676417504319,0.118601112295184,39512223,1100.77607669453,-3826.60030115572,14.3833857581755
"12",0.226894905089227,4.96530850979484,3.45451762168608e-06,1.2909261286033,0.883517265779495,0.368854734702731,1.14715464462942,2.28612084230904,1.86895862388204,1.72229922351977,2.10450473991237,2.49039592796194,3.09235406101776,0.187852337418444,39512223,809.377257174595,-3827.47987009763,2.02918349596131
"13",0.0595339785286785,2.43226156855926,7.72006604311232e-06,0.289347928072161,0.138516231992566,0.129671881884402,0.0456616873778838,3.63380826856336,1.17342218516419,0.287400173087004,2.06077033120946,4.20960087771104,0.378707217174226,0.0889912909145049,39512223,970.265295206789,-3827.81357552658,2.41502855930949
"14",0.114300342110369,8.0631367147977,3.30571385687295e-06,2.07591790143993,0.213778000544628,0.239568462279043,0.0576617654836148,1.84496147246593,0.761201621524478,0.468382816353178,1.0466935069423,2.11584669167559,1.7492636195031,0.0994710990368851,39512223,1266.62521016154,-3828.49644565855,0.348560906435879
"15",0.0793986158280217,3.01083042511941,1.93629277656583e-07,3.17614366171776,0.809648358238976,0.0525867818387018,0.412991322195019,2.51433699195782,1.00229432627091,0.576802471624743,1.44707908595442,2.82853763296957,0.566017751389276,0.0997562295811437,39512223,920.402672723693,-3829.47547672484,2.41102362778442
"16",0.0297527100415036,7.34427028053793,7.06888629842791e-06,1.8440619240942,0.923079042668495,0.0490801700080114,2.02809567591653,6.46413065841889,2.47280754785807,1.05785905692053,3.44864628585945,7.0848286433244,1.49136989117658,0.0922209517747861,39512223,934.108621360328,-3831.72568204221,1.20994963888801
"17",0.416948346442518,2.76743029628677,2.70944533632509e-06,2.57842024211146,0.90024157001279,0.261439783084118,1.59779593515768,0.930544670983232,0.745226263452578,0.63842372580086,0.843783042133952,1.00026435806628,1.23281051621041,0.17445422210528,39512223,743.012951937847,-3831.81089786467,2.93475610334824
"18",0.163097170765838,4.55598387872545,7.09384437523127e-06,0.290021972674095,0.296900465975487,0.0623567114909199,0.0487527001227264,1.43046915956993,0.439041246186409,0.15584046136304,0.725551252802314,1.50664266650643,4.08277132174881,0.0911983063411383,39512223,1024.57545536169,-3835.17366799797,0.72516094387622
"19",0.648453560365803,9.93177466691486,2.62563576401499e-06,1.20520618535679,0.551893631399701,0.722539211807056,0.529727514345821,1.18106366271143,0.954369243089504,0.91254388838122,1.08232916264294,1.18317928284729,1.34270556891881,0.237550189426954,39512223,1793.23018261166,-3835.50559958193,2.94692577582185
"20",0.171810625718747,29.6713202296095,2.80521423959167e-06,1.4998068696202,0.590594508393852,0.105475224088669,0.458260846697691,1.68327873072956,1.12111647733334,0.696768544863357,1.36579460780953,1.90763055919456,2.93712832744809,0.115341161670387,39512223,817.52595393002,-3835.96826557688,17.6549245755652
"21",0.1080440730876,2.72900644360634,4.45941275212201e-06,0.392243360908839,0.878034317259067,0.0439137424249717,0.346778275691807,1.8873757644792,0.738622647664405,0.0232013245965014,1.10635521702254,2.3746994553358,0.481128206345528,0.093167774554239,39512223,976.816359221066,-3837.42906997757,1.28229898002762
"22",0.388284367729599,3.53115773895576,3.98413911415902e-06,1.51098330644496,0.913713147657852,0.313076401483917,0.162126023624431,1.07885094215829,0.806868981239541,0.709799293180257,0.955259231316171,1.13653668696817,1.41531343263817,0.167292774694652,39512223,740.713004124114,-3837.66593997314,2.41767628227817
"23",0.103966393547832,6.35380203826823,8.81732923034975e-07,0.333485291583614,0.751238460270062,0.0494135787964987,0.341719537663375,2.40642174470179,0.918295673896502,0.335151915584435,1.18648905630792,2.671841728856,0.254928688333702,0.0920399665549208,39512223,912.891912279275,-3838.24094405718,0.7756981561579
"24",0.0485959928975047,4.08547688033379,5.54300787821591e-06,3.3645079490206,0.232541373355981,0.0596590726131719,0.0417399680071475,3.44074337755201,1.25455121262398,0.18695276880548,2.14492444826914,4.22655235532045,0.164122534698335,0.0958258228500918,39512223,1114.50218539143,-3838.25820909632,10.5427833105266
"25",0.25626759775287,57.1658370661793,1.24725965499935e-06,4.83209031339903,0.720607019128531,2.8414124044495,0.0429996927178956,2.26266907145401,0.835365737809889,0.47428621793543,0.75966437368472,1.98100384164472,1.04014015474162,0.0955875222947544,39512223,1178.44641198058,-3838.83129818763,0.713759180413472
"26",0.332351962471943,11.2683530313527,4.58923959776067e-06,0.206228084220528,0.748971504168708,0.992901162171241,0.0525470485939212,2.34135782756896,0.726235763567171,0.300620503070834,1.01905298443767,1.87377323186387,2.69725557659542,0.092532037261099,39512223,1175.16487984453,-3845.90378074564,2.68655361943879
"27",0.185727561464364,3.09070154285518,2.0800600075509e-06,1.82368252166403,0.665562914900825,0.043901174438007,0.312605257869759,1.06815807932477,0.521493205708006,0.0616128645177855,0.63645889836606,1.27686548888604,0.448166708003703,0.092382857297369,39512223,1066.80093638544,-3847.65637289703,0.570289358310051
