Beta,mu_IR,mu_EI,rho,eta,N,loglik,loglik.se
11.726750961575098,2,21.137366274861428,0.13667600461639604,0.2036741797535777,38000,-121.30827783606425,0.06015119753882208
14.686751841990999,2,12.533660961359134,0.1887284813746393,0.15504467562530633,38000,-121.30853077812311,0.17104949146851148
11.610830842342354,2,75.07742589371351,0.1335868934099058,0.20724432231500606,38000,-121.31152458767244,0.08895172439924345
12.485902765932522,2,29.204353263424643,0.17336492620533925,0.18379310344827587,38000,-121.3122411530447,0.29667217712958477
10.77675200021884,2,19.26230469250949,0.14904434795572183,0.2125874496978773,38000,-121.31272814305952,0.11730024114955437
10.829902434464508,2,12.30137145772507,0.13667600461639606,0.21638336088525278,38000,-121.32037153040064,0.07410787634894782
10.94030358661528,2,11.102518699985108,0.1451031618602081,0.2127586206896552,38000,-121.32273204666687,0.22196436008716575
9.576145965567965,2,61.851326236941084,0.12373590929875736,0.24362546094399548,38000,-121.3247574839063,0.05372007964266638
17.891553015113693,2,32.70108028878548,0.28959057517725684,0.12586206896551724,38000,-121.3302430990503,0.9677466638915218
10.903412408433821,2,1352.1359301135785,0.13061031508080148,0.21572937104309609,38000,-121.33285288526227,0.08050950923504198
28.968926178580137,2,4.858095962158538,0.35108274667091105,0.0825232862083015,38000,-121.33684450048108,0.2005541027359626
12.928308516774024,2,10.756081212245393,0.16431367272399763,0.17882562106355884,38000,-121.33866980235526,0.13920024577869458
10.808025525590581,2,37.53487326274144,0.15147081417817893,0.21252832397402754,38000,-121.3430374063291,0.05832417229923245
18.89171704743576,2,4.647725160989731,0.20891711271496724,0.12994247971569353,38000,-121.35063103205256,0.2831716207094754
16.194128492243543,2,79.69623868856766,0.26670273713521,0.13511789936925506,38000,-121.35201946747162,0.46164381898176937
16.217508542908618,2,7.150166971135923,0.1735411961548884,0.15168785579717906,38000,-121.35397126313485,0.06792092824896567
11.07634441774338,2,35.01569676875998,0.1335868934099058,0.2127586206896552,38000,-121.35423123683111,0.2956420517207872
36.85506790553815,2,3.3696960966849,0.35108274667091105,0.06895671260890426,38000,-121.35624478307935,0.30582890615355085
10.96007790833881,2,18.225953924991988,0.14904434795572183,0.21115274914306745,38000,-121.35725096797638,0.061031581777106984
23.97423779229859,2,8.837162839201222,0.3146654228477126,0.09812759716093306,38000,-121.35924182370415,0.1063142869527639
15.455441175079502,2,7.4261376284160105,0.18628248636126135,0.15517754614259816,38000,-121.36636847240825,0.08881580543932813
23.484303817542813,1.3,7.323811660670055,0.2963928031354268,0.0770525425295097,38000,-121.3698429929088,0.11497682403206154
25.005424965241847,1.3,16.939765335807277,0.2951596106425494,0.07460455731689689,38000,-121.37968305820871,0.13955422846910476
24.86171305141817,2,3.971004383237086,0.23361978661894264,0.10320959171503669,38000,-121.3807095507145,0.0933422946498427
28.08820470154684,2,14.789331151518457,0.32939376994929603,0.08550762403914784,38000,-121.39330141958246,0.1168084373956589
27.287434500633886,2,24.595211036271053,0.2903293709976984,0.08994358230120728,38000,-121.39660435047095,0.12316559530483777
11.028156115630848,2,87.23514239701414,0.135721653211566,0.2127586206896552,38000,-121.40317354616366,0.16486850373863818
29.44010592943846,1.3,7.988883277183273,0.34146280832807957,0.06465824719114191,38000,-121.4041823154979,0.1457513239346836
33.262953583426786,2,3.309637129641493,0.34371991628556947,0.0751730863179338,38000,-121.40463807099863,0.30890967652881207
10.457742200850664,2,161.27316560879584,0.12342238874868855,0.2287993579460093,38000,-121.4052667187731,0.0732877877131013
9.79594125645233,2,108.60704338932908,0.12167027019012444,0.24172413793103442,38000,-121.4108696239632,0.19399483168646653
10.991450450043708,2,56.51613295167323,0.13921789591495207,0.2127586206896552,38000,-121.41350875383164,0.14507641849274053
28.113039939415597,2,8.125942122490182,0.2918700400731942,0.08636054080573913,38000,-121.42223141751938,0.17952870449155717
23.33952468391316,2,81.06972702933643,0.305131570316843,0.09689655172413794,38000,-121.43326213229935,0.31089156068900764
35.645592498471174,2,3.2345997408534304,0.34371991628556947,0.07103111302797166,38000,-121.43390702283384,0.19902046932130354
8.573735125771526,2,74.89154627493514,0.11025368674210449,0.2706896551724138,38000,-121.43894324316297,0.21980132527608873
10.772844531919336,2,43.91876038684214,0.1568258693640978,0.2127586206896552,38000,-121.44459700207716,0.41006081443005293
18.01864350308439,2,11.090669489277287,0.19702035070223256,0.1327292361112073,38000,-121.44794771367445,0.10722346735934876
17.679868199385698,2,5.4524397795636155,0.1828375184205041,0.14165365336261718,38000,-121.45531653879786,0.09184301850910744
49.100016482483916,2,3.85676081937273,0.4301698104643073,0.05266801016982774,38000,-121.46119368012256,0.3082626490013806
26.04006483981884,1.3,5.818758850129983,0.2951596106425494,0.07296854569597089,38000,-121.4678612221725,0.11208575244999974
9.883532873529644,2,66.76121396204385,0.1247982286003668,0.23494232051762712,38000,-121.48076560793056,0.09348250447559608
14.225454943965326,2,59.748619708593246,0.2180098991650072,0.1596002403760747,38000,-121.48244657332259,0.15338630488200516
24.371179236657177,2,13.462962574791087,0.27984191749971377,0.0959706237249172,38000,-121.49098497450281,0.10094231458179212
10.399847965255205,2,31.99431832065437,0.12167027019012444,0.22977897883362514,38000,-121.49397891143767,0.05693828134305922
10.188676138919806,2,16.75201422696198,0.1338997563709491,0.225527766472781,38000,-121.4981084151307,0.10882918982402252
8.544238195321142,2,19.06321298577582,0.10957257125711002,0.2706896551724138,38000,-121.49813909852499,0.1799881109825428
28.642273423585674,2,4.400673312619083,0.265564315471442,0.09006956940833095,38000,-121.50322225483886,0.10329245458364114
23.46269047923983,2,10.411945845421359,0.3146654228477126,0.09702424717250432,38000,-121.51729668731436,0.25126325270303124
23.90126701989667,2,5.042291910403577,0.23361978661894264,0.10462205811521583,38000,-121.5223464225901,0.08157519079338972
7.764213612334558,2,56.87122581192304,0.09968234222578048,0.2996551724137931,38000,-121.54183090397945,0.08009602631230686
10.620564392982072,2,14.949962816233517,0.13488932199081036,0.22269399334083662,38000,-121.54226027064327,0.054349094084349014
12.503049866205041,2,49.710398160150575,0.1625215436081789,0.18134645297311738,38000,-121.54622594318806,0.09755112640429403
11.352840091981344,2,38.61760122735308,0.13667600461639604,0.20461951767700276,38000,-121.55584560072874,0.08550941720718509
28.39812366012328,2,58.84104917291859,0.3600320510675638,0.08338452334894257,38000,-121.56202523107078,0.2638849650839933
11.312156197183661,2,23.5473372165109,0.12901892396778175,0.21089330352472632,38000,-121.56280658284149,0.089395855558647
17.33221967208698,2,91.47941324169993,0.18035398302843744,0.14283129248600296,38000,-121.56642473131988,0.13609084504371788
9.568175476808303,2,13.839075970182268,0.11968780585371908,0.24642650421736578,38000,-121.57215191286372,0.05570580981720224
27.004906625764015,1.3,18.373460774334994,0.330331983753367,0.06586708612719064,38000,-121.57569778165835,0.16400507405284823
8.950116800299845,2,25.156739776202443,0.11459452710357941,0.2618206659945691,38000,-121.57659954651687,0.07409318693537845
40.35672428776546,2,3.1839938756091235,0.35127520351489766,0.06519299737374704,38000,-121.58338410275874,0.2645591360365311
9.643001826916953,2,73.88808087328847,0.12342238874868855,0.24172413793103442,38000,-121.58687218351679,0.20857883984929396
9.878257838519584,2,312.9286655921366,0.1196862883149873,0.2372819671014689,38000,-121.59168275655871,0.059008360790434734
13.339450709436726,2,16.935302895798426,0.21382303941830139,0.16403654644280635,38000,-121.59541695086259,0.19494923346473161
15.51827391539766,2,86.89358088212995,0.16662478442867426,0.15627577251194827,38000,-121.60076336929639,0.06654980332412545
23.094084789562245,2,304.45835387772445,0.3245352446910194,0.09689655172413794,38000,-121.60125618022275,0.5494970308729844
10.807450431272267,2,18.467033849057493,0.14925870006195588,0.20992062097617414,38000,-121.60485543420351,0.038694275773487594
11.261271410215288,2,59.86216840060743,0.13311821750618139,0.2127586206896552,38000,-121.61317091004358,0.17047500030953255
9.003727940951576,2,67.05349835467125,0.11035763282036036,0.26090949099390875,38000,-121.6143740705845,0.054796388118100336
9.4196910454337,2,46.07920911025957,0.13672676083817362,0.24172413793103442,38000,-121.6144466692133,0.3149310019055316
39.345005018869145,2,3.6055157393677075,0.35127520351489766,0.06676797705816025,38000,-121.61844511353712,0.20741630679534173
9.631532306934554,2,18.750383669059442,0.12373590929875738,0.24172413793103442,38000,-121.62653317390726,0.2167051497057182
11.294075170355297,2,118.65244998652668,0.13438425812770322,0.20667365598649565,38000,-121.62675036481272,0.1154169737609538
35.02654786343478,2,3.300244936991459,0.34371991628556947,0.07074776540671757,38000,-121.63270342050913,0.3053275706161623
10.633889221520805,2,41.756546305851785,0.14844431029232943,0.2127586206896552,38000,-121.6344283376486,0.3428972973576523
37.87498336732358,2,5.357385418063021,0.41593414748151264,0.06363321129031095,38000,-121.63724603468322,0.2617505454066658
27.446678496539946,2,21.497398181369036,0.2892409336754232,0.08760388694994768,38000,-121.64555227331888,0.09946314326862099
23.12862880242401,2,3.563569165582723,0.23361978661894264,0.10750945170650894,38000,-121.64566380413277,0.11134653688858227
9.16192476626821,2,279.39424028946166,0.12102355624175784,0.2502637742147681,38000,-121.64568103794942,0.08830483353330766
15.678733025725565,2,7.345190464775852,0.17473058571603217,0.15482758620689654,38000,-121.65517850505526,0.2952221561172061
13.31382599456475,2,38.64969552018446,0.14384421087381646,0.18420833375025547,38000,-121.66744975653633,0.16920305344195272
20.283072766229953,2,4.636525309246246,0.20279908000928787,0.12586206896551724,38000,-121.6690029339724,0.41840905091839475
35.44796905184631,1.3,7.040786756222953,0.38010530643311075,0.05477254741279904,38000,-121.66962786507544,0.16635713791868634
12.306312847858646,2,10.031985825428908,0.13777471561183294,0.1945542238611231,38000,-121.67080297538389,0.090130033998653
30.22808189001706,2,4.087008787970738,0.265564315471442,0.0867208418305609,38000,-121.68393191467092,0.1197895274507607
9.324394799406257,2,422.8703336089176,0.13061031508080148,0.24172413793103442,38000,-121.70049890899237,0.20463833640084908
32.103549144767264,2,6.103098845545065,0.363024784405492,0.07475684921288016,38000,-121.70535712882771,0.1848472550270895
10.221491216321663,2,17.00735048968309,0.11968780585371908,0.23470368846089895,38000,-121.70880952197784,0.08440613012171277
25.63704933468482,1.3,5.7814142360292395,0.2951596106425494,0.07241196524381474,38000,-121.70925963359933,0.17645572878207835
8.429465211925784,2,25.05873658182662,0.10461586647206685,0.279295204030115,38000,-121.71453467579045,0.06976237677979204
19.707363523037817,2,7.229025863405029,0.2786139908363776,0.11642561224876773,38000,-121.71687195426102,0.16456078840771596
37.54426984465844,2,5.543732502014454,0.35421299358178027,0.06793103448275861,38000,-121.72021929144908,0.4398304133946015
9.065248659299261,2,18.318366390900664,0.11326804021336706,0.2600257103450867,38000,-121.72840544484903,0.05787212042530869
28.499033444919306,1.3,6.224058364635546,0.31109857984647216,0.06705931427494824,38000,-121.73007270058244,0.12186642542334805
42.67499522965392,2,3.3223620614553657,0.36910834309336393,0.06202019719780798,38000,-121.73682816144135,0.11775498011285557
44.02289902251216,2,3.1862921230602375,0.4301698104643073,0.056681846185562754,38000,-121.7369023095903,0.35490028381985506
9.451908689441922,2,147.6790244015454,0.11255382654052873,0.2502139926971614,38000,-121.74133337083018,0.0720119336106293
