City,Date,PM2.5
Delhi,3/31/18,101.59
Delhi,4/1/18,75.14
Delhi,4/2/18,96.38
Delhi,4/3/18,101.18
Delhi,4/4/18,111.82
Delhi,4/5/18,152.56
Delhi,4/6/18,100.5
Delhi,4/7/18,48.46
Delhi,4/8/18,50.27
Delhi,4/9/18,49.56
Delhi,4/10/18,93.89
Delhi,4/11/18,48.61
Delhi,4/12/18,46.21
Delhi,4/13/18,83.96
Delhi,4/14/18,97.16
Delhi,4/15/18,107.36
Delhi,4/16/18,119.75
Delhi,4/17/18,81.97
Delhi,4/18/18,73.44
Delhi,4/19/18,89.49
Delhi,4/20/18,100.01
Delhi,4/21/18,119.24
Delhi,4/22/18,62.06
Delhi,4/23/18,76.11
Delhi,4/24/18,108.64
Delhi,4/25/18,117.56
Delhi,4/26/18,142.82
Delhi,4/27/18,107.47
Delhi,4/28/18,84.13
Delhi,4/29/18,89.1
Delhi,4/30/18,79.3
Delhi,5/1/18,54.88
Delhi,5/2/18,66.74
Delhi,5/3/18,47.25
Delhi,5/4/18,49.09
Delhi,5/5/18,74.82
Delhi,5/6/18,110.48
Delhi,5/7/18,111.95
Delhi,5/8/18,61
Delhi,5/9/18,71.99
Delhi,5/10/18,93.45
Delhi,5/11/18,132.39
Delhi,5/12/18,144.33
Delhi,5/13/18,80.64
Delhi,5/14/18,49.22
Delhi,5/15/18,67.23
Delhi,5/16/18,78.74
Delhi,5/17/18,105.99
Delhi,5/18/18,96.96
Delhi,5/19/18,103.98
Delhi,5/20/18,83.66
Delhi,5/21/18,71.25
Delhi,5/22/18,91.16
Delhi,5/23/18,129.23
Delhi,5/24/18,114.13
Delhi,5/25/18,83.88
Delhi,5/26/18,103.02
Delhi,5/27/18,97.37
Delhi,5/28/18,117.56
Delhi,5/29/18,112.6
Delhi,5/30/18,65.76
Delhi,5/31/18,71.99
Delhi,6/1/18,79.98
Delhi,6/2/18,52.6
Delhi,6/3/18,59.52
Delhi,6/4/18,64.42
Delhi,6/5/18,61.72
Delhi,6/6/18,57.68
Delhi,6/7/18,73.77
Delhi,6/8/18,76.78
Delhi,6/9/18,52.79
Delhi,6/10/18,67.02
Delhi,6/11/18,73.22
Delhi,6/12/18,141.28
Delhi,6/13/18,261.77
Delhi,6/14/18,225.49
Delhi,6/15/18,153.28
Delhi,6/16/18,127.32
Delhi,6/17/18,84.47
Delhi,6/18/18,61.06
Delhi,6/19/18,52.76
Delhi,6/20/18,67.55
Delhi,6/21/18,76.98
Delhi,6/22/18,83.98
Delhi,6/23/18,81.33
Delhi,6/24/18,54.15
Delhi,6/25/18,46.9
Delhi,6/26/18,29.98
Delhi,6/27/18,52.48
Delhi,6/28/18,30.07
Delhi,6/29/18,37.11
Delhi,6/30/18,41.41
Delhi,7/1/18,34.18
Delhi,7/2/18,34.24
Delhi,7/3/18,44.55
Delhi,7/4/18,45.76
Delhi,7/5/18,50.41
Delhi,7/6/18,57.12
Delhi,7/7/18,61.93
Delhi,7/8/18,68.2
Delhi,7/9/18,70.48
Delhi,7/10/18,47.48
Delhi,7/11/18,39.78
Delhi,7/12/18,46.53
Delhi,7/13/18,28.44
Delhi,7/14/18,33.82
Delhi,7/15/18,37.76
Delhi,7/16/18,37.32
Delhi,7/17/18,34.26
Delhi,7/18/18,37.76
Delhi,7/19/18,35.04
Delhi,7/20/18,37.26
Delhi,7/21/18,50.21
Delhi,7/22/18,25.81
Delhi,7/23/18,32.39
Delhi,7/24/18,39.3
Delhi,7/25/18,34.7
Delhi,7/26/18,32.22
Delhi,7/27/18,21.75
Delhi,7/28/18,37.69
Delhi,7/29/18,44.03
Delhi,7/30/18,39.89
Delhi,7/31/18,50.59
Delhi,8/1/18,55.77
Delhi,8/2/18,71.5
Delhi,8/3/18,65.46
Delhi,8/4/18,69.75
Delhi,8/5/18,63.57
Delhi,8/6/18,50.64
Delhi,8/7/18,44.54
Delhi,8/8/18,36.7
Delhi,8/9/18,36.84
Delhi,8/10/18,46.24
Delhi,8/11/18,32.72
Delhi,8/12/18,25.7
Delhi,8/13/18,32.75
Delhi,8/14/18,46.85
Delhi,8/15/18,43
Delhi,8/16/18,36.49
Delhi,8/17/18,32.98
Delhi,8/18/18,32.11
Delhi,8/19/18,47.01
Delhi,8/20/18,61.1
Delhi,8/21/18,30.98
Delhi,8/22/18,29.75
Delhi,8/23/18,31.19
Delhi,8/24/18,23.71
Delhi,8/25/18,21.96
Delhi,8/26/18,23.96
Delhi,8/27/18,24.78
Delhi,8/28/18,29.26
Delhi,8/29/18,36.06
Delhi,8/30/18,41.26
Delhi,8/31/18,47.53
Delhi,9/1/18,45.19
Delhi,9/2/18,40.9
Delhi,9/3/18,42.06
Delhi,9/4/18,55.72
Delhi,9/5/18,39.77
Delhi,9/6/18,49.44
Delhi,9/7/18,42.11
Delhi,9/8/18,35.45
Delhi,9/9/18,29.1
Delhi,9/10/18,36.99
Delhi,9/11/18,28.33
Delhi,9/12/18,28.55
Delhi,9/13/18,27.49
Delhi,9/14/18,31.38
Delhi,9/15/18,37.48
Delhi,9/16/18,43.09
Delhi,9/17/18,55.86
Delhi,9/18/18,54.94
Delhi,9/19/18,58.63
Delhi,9/20/18,73.3
Delhi,9/21/18,46.73
Delhi,9/22/18,24.29
Delhi,9/23/18,30.71
Delhi,9/24/18,21.46
Delhi,9/25/18,21.45
Delhi,9/26/18,42.83
Delhi,9/27/18,71.44
Delhi,9/28/18,83.78
Delhi,9/29/18,92.46
Delhi,9/30/18,69.49
Delhi,10/1/18,65.78
Delhi,10/2/18,76.03
Delhi,10/3/18,63.37
Delhi,10/4/18,97.4
Delhi,10/5/18,121.12
Delhi,10/6/18,78.87
Delhi,10/7/18,81.14
Delhi,10/8/18,118.6
Delhi,10/9/18,103.26
Delhi,10/10/18,93.36
Delhi,10/11/18,70.42
Delhi,10/12/18,67.93
Delhi,10/13/18,132.93
Delhi,10/14/18,91.88
Delhi,10/15/18,115.96
Delhi,10/16/18,139.18
Delhi,10/17/18,137.29
Delhi,10/18/18,143.2
Delhi,10/19/18,137.73
Delhi,10/20/18,168.87
Delhi,10/21/18,141.15
Delhi,10/22/18,121.65
Delhi,10/23/18,119.4
Delhi,10/24/18,174.04
Delhi,10/25/18,168.82
Delhi,10/26/18,203.12
Delhi,10/27/18,206.05
Delhi,10/28/18,205
Delhi,10/29/18,231.83
Delhi,10/30/18,263.39
Delhi,10/31/18,225.17
Delhi,11/1/18,236.67
Delhi,11/2/18,205.44
Delhi,11/3/18,159.56
Delhi,11/4/18,97.27
Delhi,11/5/18,361.98
Delhi,11/6/18,177.88
Delhi,11/7/18,175.43
Delhi,11/8/18,420.3
Delhi,11/9/18,300.91
Delhi,11/10/18,288.86
Delhi,11/11/18,256.68
Delhi,11/12/18,271.7
Delhi,11/13/18,265.06
Delhi,11/14/18,136.2
Delhi,11/15/18,98.53
Delhi,11/16/18,138.49
Delhi,11/17/18,135.21
Delhi,11/18/18,166.43
Delhi,11/19/18,179.79
Delhi,11/20/18,224.1
Delhi,11/21/18,209.96
Delhi,11/22/18,139.02
Delhi,11/23/18,187.85
Delhi,11/24/18,107.73
Delhi,11/25/18,133.62
Delhi,11/26/18,200.69
Delhi,11/27/18,205.53
Delhi,11/28/18,193.1
Delhi,11/29/18,205.17
Delhi,11/30/18,190.36
Delhi,12/1/18,147.48
Delhi,12/2/18,164.63
Delhi,12/3/18,178.87
Delhi,12/4/18,211.57
Delhi,12/5/18,181.62
Delhi,12/6/18,218.06
Delhi,12/7/18,193.81
Delhi,12/8/18,202.83
Delhi,12/9/18,226.35
Delhi,12/10/18,264.63
Delhi,12/11/18,274.97
Delhi,12/12/18,209.63
Delhi,12/13/18,94.29
Delhi,12/14/18,113.42
Delhi,12/15/18,122.69
Delhi,12/16/18,150.28
Delhi,12/17/18,182.78
Delhi,12/18/18,204.08
Delhi,12/19/18,205.22
Delhi,12/20/18,258.1
Delhi,12/21/18,252.2
Delhi,12/22/18,326.79
Delhi,12/23/18,401.58
Delhi,12/24/18,378.68
Delhi,12/25/18,268.2
Delhi,12/26/18,241
Delhi,12/27/18,290.1
Delhi,12/28/18,249.23
Delhi,12/29/18,248.12
Delhi,12/30/18,336.42
Delhi,12/31/18,319.69
